order_id,customer_id,employee_id,shipper_id,region_id,order_date,ship_date,promised_date,delivered_date,order_status,sales_channel
4793,2218,,5,6,2024-09-21,2024-09-23,2024-09-24,2024-09-23,Completed,Web
4794,2135,,1,7,2025-09-23,2025-09-23,2025-09-27,2025-09-28,Completed,Marketplace
4795,263,,3,4,2022-09-28,,2022-10-02,,Pending,Web
4796,1788,12,1,1,2025-11-16,2025-11-16,2025-11-21,2025-11-23,Completed,Sales Rep
4797,2915,,5,6,2024-11-16,2024-11-18,2024-11-19,2024-11-20,Completed,Mobile App
4798,1680,,1,7,2022-12-23,2022-12-24,2022-12-27,2022-12-28,Completed,Web
4799,745,,2,4,2022-03-16,2022-03-17,2022-03-22,2022-03-22,Completed,Web
4800,604,,5,1,2022-04-27,2022-04-27,2022-05-02,,Pending,Marketplace
4801,131,,2,4,2022-12-13,2022-12-15,2022-12-16,2022-12-16,Completed,Web
4802,2490,,3,7,2023-07-18,2023-07-20,2023-07-20,2023-07-20,Completed,Mobile App
4803,806,,4,1,2022-01-31,2022-02-01,2022-02-05,2022-02-07,Completed,Web
4804,1162,,4,3,2024-06-02,2024-06-02,2024-06-08,2024-06-09,Completed,Web
4805,2678,,5,2,2022-04-11,2022-04-11,2022-04-13,2022-04-16,Completed,Web
4806,1549,,4,4,2025-10-19,2025-10-19,2025-10-23,2025-10-23,Completed,Web
4807,1358,5,3,2,2024-03-03,2024-03-05,2024-03-08,2024-03-09,Completed,Sales Rep
4808,812,,1,5,2022-03-06,2022-03-07,2022-03-11,,Pending,Marketplace
4809,2628,,5,6,2022-03-28,2022-03-28,2022-04-01,2022-04-01,Completed,Marketplace
4810,2021,,5,1,2022-10-14,,2022-10-18,,Pending,Marketplace
4811,461,,3,6,2022-03-28,2022-03-28,2022-03-30,,Pending,Web
4812,1486,,1,4,2024-05-31,2024-05-31,2024-06-05,2024-06-06,Completed,Mobile App
4813,2384,,5,1,2022-05-10,2022-05-11,2022-05-15,,Pending,Web
4814,1669,,5,7,2024-04-13,2024-04-15,2024-04-17,2024-04-17,Completed,Mobile App
4815,970,,2,1,2023-04-20,2023-04-20,2023-04-24,2023-04-24,Completed,Web
4816,60,,5,2,2024-03-13,,2024-03-16,,Pending,Marketplace
4817,1580,,2,3,2024-04-21,2024-04-23,2024-04-25,2024-04-26,Completed,Mobile App
4818,1509,,2,6,2023-10-05,2023-10-06,2023-10-09,2023-10-08,Completed,Mobile App
4819,2734,,2,8,2023-05-23,2023-05-24,2023-05-29,2023-05-29,Completed,Marketplace
4820,507,,5,7,2025-02-27,2025-03-01,2025-03-05,2025-03-06,Completed,Web
4821,1068,2,4,8,2023-02-19,2023-02-20,2023-02-21,,Pending,Sales Rep
4822,1786,,2,8,2024-09-11,2024-09-12,2024-09-16,2024-09-15,Completed,Mobile App
4823,1780,,4,7,2023-12-18,2023-12-19,2023-12-24,2023-12-24,Completed,Web
4824,902,,3,2,2022-05-10,,2022-05-16,,Pending,Web
4825,1369,,1,6,2025-10-29,,2025-11-04,,Pending,Mobile App
4826,2136,,3,3,2025-09-14,2025-09-16,2025-09-19,2025-09-19,Completed,Web
4827,421,,5,1,2022-08-26,2022-08-28,2022-09-01,2022-09-01,Completed,Mobile App
4828,1146,,3,6,2022-06-14,2022-06-15,2022-06-19,2022-06-20,Completed,Web
4829,45,,1,4,2025-07-12,2025-07-14,2025-07-15,2025-07-15,Completed,Mobile App
4830,2019,,4,7,2025-07-06,,2025-07-09,,Pending,Web
4831,941,,4,3,2024-04-20,2024-04-20,2024-04-22,,Pending,Web
4832,1134,,2,3,2024-01-29,,2024-02-01,,Pending,Web
4833,1364,,5,7,2023-11-16,2023-11-18,2023-11-19,2023-11-20,Completed,Mobile App
4834,2475,,4,4,2025-06-12,2025-06-14,2025-06-18,2025-06-17,Completed,Web
4835,2503,,5,1,2022-10-13,,2022-10-19,,Cancelled,Web
4836,2272,,3,1,2025-03-17,2025-03-17,2025-03-23,2025-03-23,Completed,Web
4837,1032,,3,7,2022-01-27,2022-01-27,2022-01-29,2022-01-28,Completed,Web
4838,2729,,5,8,2023-04-23,2023-04-23,2023-04-29,2023-05-02,Completed,Web
4839,730,,4,7,2023-04-16,2023-04-16,2023-04-19,2023-04-19,Completed,Web
4840,2455,,5,8,2025-05-30,2025-06-01,2025-06-02,2025-06-01,Completed,Web
4841,2878,,4,1,2024-03-10,,2024-03-15,,Cancelled,Mobile App
4842,1308,,2,1,2025-11-22,2025-11-24,2025-11-28,2025-11-27,Completed,Web
4843,2767,,3,7,2022-05-05,2022-05-06,2022-05-10,2022-05-10,Completed,Web
4844,2786,,1,6,2024-01-30,2024-01-30,2024-02-05,2024-02-07,Completed,Web
4845,518,,3,2,2024-01-20,2024-01-21,2024-01-25,2024-01-24,Completed,Web
4846,2557,,3,2,2024-10-08,2024-10-09,2024-10-13,2024-10-15,Completed,Web
4847,2103,,4,5,2023-12-27,2023-12-29,2023-12-29,2023-12-30,Completed,Web
4848,976,,2,2,2022-09-05,2022-09-05,2022-09-08,2022-09-10,Completed,Mobile App
4849,877,26,4,2,2024-09-25,2024-09-25,2024-09-30,2024-10-01,Completed,Sales Rep
4850,1507,2,5,4,2022-03-12,2022-03-13,2022-03-16,2022-03-16,Completed,Sales Rep
4851,2486,,4,7,2024-06-27,2024-06-27,2024-06-30,2024-06-30,Completed,Marketplace
4852,1269,,1,2,2025-11-22,2025-11-24,2025-11-27,2025-11-28,Completed,Web
4853,1976,,2,2,2022-03-27,2022-03-27,2022-03-29,2022-03-30,Completed,Web
4854,910,,1,7,2025-06-14,2025-06-16,2025-06-20,2025-06-20,Completed,Web
4855,2250,,4,5,2022-02-26,2022-02-27,2022-03-02,2022-03-04,Completed,Web
4856,1904,,1,4,2024-04-20,2024-04-21,2024-04-24,,Pending,Mobile App
4857,1143,,4,3,2022-10-18,2022-10-19,2022-10-23,2022-10-24,Completed,Mobile App
4858,308,,3,1,2023-06-23,2023-06-25,2023-06-29,2023-06-29,Completed,Mobile App
4859,1152,,4,2,2022-05-13,,2022-05-18,,Cancelled,Web
4860,70,,2,4,2023-08-12,2023-08-14,2023-08-18,,Pending,Mobile App
4861,1768,,2,1,2023-08-07,2023-08-08,2023-08-10,2023-08-10,Completed,Mobile App
4862,2157,,1,4,2023-11-22,2023-11-24,2023-11-26,2023-11-26,Completed,Mobile App
4863,2004,2,2,3,2025-04-17,2025-04-18,2025-04-21,2025-04-21,Completed,Sales Rep
4864,1322,,4,6,2022-07-11,2022-07-12,2022-07-16,2022-07-16,Completed,Web
4865,2957,,3,7,2023-09-23,2023-09-24,2023-09-28,,Pending,Web
4866,2863,,3,4,2025-08-22,2025-08-23,2025-08-25,2025-08-25,Completed,Marketplace
4867,1865,,3,1,2022-12-01,2022-12-01,2022-12-06,2022-12-05,Completed,Web
4868,1693,21,1,8,2025-06-23,,2025-06-27,,Pending,Sales Rep
4869,18,,4,3,2024-12-19,,2024-12-21,,Cancelled,Marketplace
4870,1993,,5,1,2022-09-26,2022-09-27,2022-09-30,2022-09-30,Completed,Web
4871,1579,,4,3,2025-08-04,,2025-08-07,,Pending,Mobile App
4872,2901,,2,2,2024-12-31,2025-01-01,2025-01-03,2025-01-03,Completed,Mobile App
4873,1642,,2,3,2024-07-16,2024-07-17,2024-07-21,2024-07-21,Completed,Marketplace
4874,18,,5,3,2025-05-11,2025-05-11,2025-05-17,,Pending,Web
4875,1419,,2,1,2023-12-30,2023-12-31,2024-01-03,,Pending,Marketplace
4876,2809,,5,7,2025-12-04,2025-12-06,2025-12-08,2025-12-08,Completed,Web
4877,1987,,5,6,2025-04-18,2025-04-20,2025-04-20,2025-04-20,Completed,Marketplace
4878,2355,,5,7,2025-05-10,2025-05-12,2025-05-12,2025-05-12,Completed,Mobile App
4879,2057,,4,7,2023-06-10,,2023-06-15,,Cancelled,Web
4880,2080,,3,7,2025-09-05,2025-09-06,2025-09-11,2025-09-11,Completed,Mobile App
4881,198,,3,8,2023-05-08,2023-05-08,2023-05-12,2023-05-12,Completed,Mobile App
4882,1148,21,3,4,2022-09-30,2022-10-02,2022-10-03,2022-10-03,Completed,Sales Rep
4883,2082,,1,1,2022-03-26,2022-03-26,2022-03-28,2022-03-29,Completed,Web
4884,438,,3,7,2022-04-28,2022-04-29,2022-05-02,2022-05-02,Completed,Mobile App
4885,1726,,4,3,2022-12-16,2022-12-18,2022-12-19,2022-12-19,Completed,Web
4886,1519,,3,7,2024-02-13,2024-02-15,2024-02-16,2024-02-16,Completed,Web
4887,1695,,5,2,2023-10-18,2023-10-19,2023-10-23,2023-10-24,Completed,Web
4888,2009,,4,2,2022-08-22,2022-08-24,2022-08-24,2022-08-25,Completed,Marketplace
4889,2562,,1,3,2023-09-19,2023-09-20,2023-09-25,2023-09-26,Completed,Mobile App
4890,2222,,3,5,2024-02-12,2024-02-14,2024-02-15,2024-02-15,Completed,Web
4891,1873,,1,6,2024-01-05,2024-01-07,2024-01-11,2024-01-11,Completed,Mobile App
4892,159,,2,1,2023-08-09,2023-08-10,2023-08-14,2023-08-16,Completed,Marketplace
4893,1612,,1,4,2025-07-24,2025-07-25,2025-07-26,2025-07-27,Completed,Mobile App
4894,814,,4,2,2024-06-07,2024-06-09,2024-06-13,2024-06-13,Completed,Web
4895,2905,,1,1,2025-12-03,2025-12-05,2025-12-07,2025-12-09,Completed,Web
4896,316,,3,6,2024-12-26,,2024-12-31,,Cancelled,Mobile App
4897,2125,,4,1,2024-12-10,2024-12-12,2024-12-16,2024-12-18,Completed,Marketplace
4898,1573,,4,6,2024-11-02,2024-11-02,2024-11-05,,Pending,Marketplace
4899,1179,,1,7,2022-05-31,2022-06-02,2022-06-06,2022-06-06,Completed,Mobile App
4900,2974,,2,7,2024-11-14,2024-11-15,2024-11-16,2024-11-17,Completed,Web
4901,2678,,5,2,2024-08-27,,2024-08-31,,Cancelled,Marketplace
4902,46,,4,5,2024-06-19,2024-06-20,2024-06-24,2024-06-24,Completed,Web
4903,496,,2,1,2023-01-04,2023-01-05,2023-01-08,2023-01-08,Completed,Web
4904,1318,,3,3,2023-01-21,,2023-01-24,,Cancelled,Web
4905,1581,,2,1,2025-09-07,2025-09-07,2025-09-09,2025-09-09,Completed,Web
4906,1891,,4,1,2025-08-20,2025-08-20,2025-08-22,2025-08-22,Completed,Web
4907,2314,,2,1,2025-01-19,2025-01-20,2025-01-22,,Pending,Mobile App
4908,325,,5,7,2022-07-28,2022-07-30,2022-08-01,2022-08-03,Completed,Web
4909,612,2,4,6,2024-01-13,2024-01-14,2024-01-19,2024-01-19,Completed,Sales Rep
4910,723,,3,4,2024-02-28,2024-02-29,2024-03-02,2024-03-02,Completed,Web
4911,1564,,2,7,2025-09-08,2025-09-10,2025-09-14,2025-09-14,Completed,Mobile App
4912,5,20,4,3,2022-07-28,2022-07-28,2022-08-03,2022-08-02,Completed,Sales Rep
4913,625,,3,1,2024-12-19,,2024-12-22,,Pending,Web
4914,2776,,1,6,2022-06-10,2022-06-10,2022-06-15,2022-06-15,Completed,Web
4915,1355,,3,8,2025-08-06,2025-08-08,2025-08-10,2025-08-11,Completed,Marketplace
4916,2289,,5,1,2023-10-03,2023-10-05,2023-10-08,2023-10-08,Completed,Web
4917,2421,,2,5,2024-12-24,2024-12-24,2024-12-26,2024-12-26,Completed,Web
4918,86,,1,1,2022-09-26,2022-09-27,2022-09-28,2022-09-29,Completed,Mobile App
4919,828,,3,1,2024-08-16,,2024-08-20,,Cancelled,Mobile App
4920,376,,4,3,2025-08-18,2025-08-18,2025-08-22,2025-08-23,Completed,Marketplace
4921,353,,5,5,2022-07-05,,2022-07-08,,Cancelled,Mobile App
4922,430,,2,5,2025-04-24,2025-04-26,2025-04-27,2025-04-30,Completed,Web
4923,2799,,3,8,2024-05-20,2024-05-20,2024-05-24,2024-05-24,Completed,Web
4924,893,,3,2,2024-07-03,2024-07-05,2024-07-05,2024-07-05,Completed,Mobile App
4925,2523,,3,4,2023-09-28,2023-09-28,2023-09-30,,Pending,Marketplace
4926,1461,,2,5,2024-06-16,,2024-06-18,,Pending,Marketplace
4927,1642,,2,3,2025-02-04,2025-02-06,2025-02-10,2025-02-11,Completed,Web
4928,2902,,3,5,2022-06-19,2022-06-21,2022-06-22,2022-06-23,Completed,Web
4929,2862,,3,2,2024-01-24,,2024-01-30,,Pending,Web
4930,2819,,5,5,2022-12-17,2022-12-19,2022-12-19,2022-12-21,Completed,Web
4931,2845,,1,2,2025-05-29,2025-05-29,2025-06-02,2025-06-02,Completed,Mobile App
4932,2647,,1,3,2024-06-11,2024-06-12,2024-06-13,2024-06-13,Completed,Mobile App
4933,219,5,3,2,2022-07-20,2022-07-20,2022-07-24,,Pending,Sales Rep
4934,1050,,3,7,2024-07-20,2024-07-21,2024-07-22,2024-07-22,Completed,Mobile App
4935,16,,5,6,2025-12-05,2025-12-07,2025-12-08,2025-12-08,Completed,Marketplace
4936,630,,2,4,2023-03-13,2023-03-13,2023-03-17,2023-03-17,Completed,Web
4937,2169,,4,1,2022-05-31,2022-06-02,2022-06-05,2022-06-05,Completed,Marketplace
4938,1321,,4,4,2025-12-10,,2025-12-14,,Pending,Web
4939,1489,,1,2,2022-03-10,2022-03-10,2022-03-13,,Pending,Mobile App
4940,2335,,2,4,2025-09-24,2025-09-25,2025-09-26,2025-09-26,Completed,Marketplace
4941,2078,,3,7,2024-12-02,2024-12-02,2024-12-04,2024-12-03,Completed,Mobile App
4942,158,,5,6,2023-02-16,,2023-02-21,,Pending,Marketplace
4943,321,,2,6,2024-10-11,2024-10-12,2024-10-16,2024-10-19,Completed,Web
4944,1352,,4,1,2022-09-29,2022-09-29,2022-10-01,2022-10-01,Completed,Web
4945,539,,3,7,2025-11-05,2025-11-06,2025-11-07,2025-11-08,Completed,Web
4946,2749,,4,1,2022-05-17,2022-05-18,2022-05-23,2022-05-25,Completed,Mobile App
4947,1405,,1,2,2025-11-13,2025-11-13,2025-11-15,2025-11-15,Completed,Web
4948,1988,,3,4,2022-01-01,2022-01-03,2022-01-05,2022-01-05,Completed,Mobile App
4949,2935,,4,5,2023-10-09,2023-10-09,2023-10-11,2023-10-12,Completed,Web
4950,590,,4,6,2023-08-01,2023-08-02,2023-08-07,,Pending,Mobile App
4951,1667,,4,8,2025-03-09,2025-03-11,2025-03-15,,Pending,Web
4952,402,,4,4,2025-11-26,2025-11-26,2025-12-02,2025-12-02,Completed,Marketplace
4953,1461,,2,5,2022-08-28,2022-08-30,2022-08-30,,Pending,Web
4954,1159,,3,4,2025-07-29,2025-07-29,2025-08-03,,Pending,Web
4955,409,,3,6,2024-05-20,2024-05-20,2024-05-25,2024-05-26,Completed,Marketplace
4956,978,,1,2,2023-03-02,2023-03-04,2023-03-05,2023-03-06,Completed,Mobile App
4957,213,,5,5,2023-03-27,,2023-03-31,,Cancelled,Web
4958,2361,,3,4,2025-01-27,2025-01-28,2025-02-01,2025-01-31,Completed,Web
4959,791,,4,3,2023-02-19,2023-02-19,2023-02-21,2023-02-21,Completed,Mobile App
4960,2287,,3,3,2022-05-25,2022-05-27,2022-05-31,2022-05-31,Completed,Mobile App
4961,617,,4,8,2025-12-10,2025-12-11,2025-12-12,2025-12-11,Completed,Web
4962,1699,,5,2,2025-11-02,,2025-11-07,,Cancelled,Mobile App
4963,827,,4,7,2025-07-01,2025-07-03,2025-07-04,,Pending,Web
4964,986,9,5,1,2024-07-15,2024-07-17,2024-07-18,2024-07-19,Completed,Sales Rep
4965,1531,,5,2,2023-05-13,2023-05-15,2023-05-16,2023-05-16,Completed,Mobile App
4966,2074,,1,3,2025-03-24,2025-03-26,2025-03-27,2025-03-27,Completed,Web
4967,1550,,2,3,2023-09-21,2023-09-22,2023-09-24,2023-09-25,Completed,Web
4968,2752,,2,4,2023-03-25,2023-03-27,2023-03-27,2023-03-26,Completed,Marketplace
4969,1272,,5,2,2022-11-19,2022-11-20,2022-11-21,2022-11-21,Completed,Marketplace
4970,2790,,2,8,2025-11-09,2025-11-09,2025-11-15,2025-11-15,Completed,Mobile App
4971,716,,1,5,2024-01-21,2024-01-22,2024-01-27,2024-01-27,Completed,Web
4972,728,,4,6,2023-05-21,2023-05-23,2023-05-24,2023-05-24,Completed,Mobile App
4973,615,,2,4,2024-12-29,2024-12-29,2025-01-02,2025-01-02,Completed,Marketplace
4974,305,,5,1,2023-03-15,2023-03-16,2023-03-21,2023-03-24,Completed,Mobile App
4975,1979,,1,2,2023-12-03,2023-12-04,2023-12-05,,Pending,Mobile App
4976,1077,,2,8,2024-07-28,2024-07-28,2024-08-02,,Pending,Web
4977,764,,2,7,2025-10-31,2025-11-01,2025-11-04,2025-11-04,Completed,Mobile App
4978,842,,5,1,2024-06-26,2024-06-27,2024-06-28,2024-06-27,Completed,Mobile App
4979,355,,3,7,2024-06-25,2024-06-25,2024-07-01,2024-07-01,Completed,Web
4980,637,,2,5,2023-09-14,2023-09-14,2023-09-19,2023-09-19,Completed,Mobile App
4981,2100,20,2,7,2025-03-20,2025-03-21,2025-03-23,2025-03-24,Completed,Sales Rep
4982,2479,,3,1,2023-12-31,2024-01-02,2024-01-02,2024-01-03,Completed,Marketplace
4983,2694,,4,7,2022-07-30,2022-07-30,2022-08-02,2022-08-05,Completed,Mobile App
4984,1808,,1,2,2023-06-27,2023-06-27,2023-06-29,,Pending,Mobile App
4985,171,,2,1,2023-02-09,2023-02-09,2023-02-14,2023-02-14,Completed,Mobile App
4986,390,,1,4,2024-03-24,2024-03-25,2024-03-28,2024-03-30,Completed,Web
4987,2942,,4,7,2024-07-22,2024-07-23,2024-07-25,2024-07-25,Completed,Web
4988,1840,,3,5,2024-08-26,2024-08-28,2024-08-31,,Pending,Web
4989,2103,,1,5,2025-06-15,2025-06-16,2025-06-18,2025-06-18,Completed,Marketplace
4990,2240,,2,4,2025-07-24,2025-07-24,2025-07-28,2025-07-28,Completed,Marketplace
4991,996,,1,8,2023-12-13,2023-12-13,2023-12-17,2023-12-17,Completed,Web
4992,2923,,1,2,2023-08-17,2023-08-18,2023-08-22,2023-08-23,Completed,Web
4993,1500,,3,1,2023-10-27,2023-10-28,2023-11-01,2023-11-01,Completed,Web
4994,75,19,4,1,2022-09-02,2022-09-03,2022-09-05,2022-09-05,Completed,Sales Rep
4995,2226,,4,7,2022-09-11,2022-09-12,2022-09-13,2022-09-13,Completed,Mobile App
4996,1133,,2,8,2023-02-14,2023-02-16,2023-02-17,2023-02-17,Completed,Marketplace
4997,518,,1,2,2023-11-10,2023-11-10,2023-11-16,2023-11-16,Completed,Web
4998,2563,,4,3,2022-10-11,,2022-10-15,,Pending,Web
4999,2268,,5,4,2023-02-06,2023-02-08,2023-02-12,2023-02-13,Completed,Web
5000,2292,,4,2,2024-09-28,2024-09-30,2024-10-01,,Pending,Mobile App
5001,2087,,4,6,2022-08-03,2022-08-04,2022-08-06,2022-08-06,Completed,Web
5002,2466,,2,2,2025-12-28,2025-12-29,2026-01-02,2026-01-02,Completed,Web
5003,1282,,1,8,2022-04-04,2022-04-06,2022-04-09,2022-04-09,Completed,Web
5004,521,18,4,2,2024-04-10,2024-04-11,2024-04-15,2024-04-15,Completed,Sales Rep
5005,977,,2,5,2025-08-31,2025-08-31,2025-09-05,2025-09-05,Completed,Web
5006,502,,5,1,2023-12-07,2023-12-08,2023-12-10,2023-12-10,Completed,Web
5007,19,,3,5,2025-03-23,2025-03-23,2025-03-26,2025-03-26,Completed,Mobile App
5008,427,,5,7,2023-12-28,,2023-12-30,,Pending,Mobile App
5009,2152,,1,3,2022-07-06,2022-07-07,2022-07-08,,Pending,Web
5010,899,,2,1,2022-12-24,2022-12-25,2022-12-26,,Pending,Web
5011,519,,4,2,2025-08-11,2025-08-13,2025-08-14,2025-08-15,Completed,Web
5012,78,,2,6,2023-11-10,2023-11-12,2023-11-16,2023-11-16,Completed,Mobile App
5013,1262,,1,6,2024-07-07,2024-07-07,2024-07-13,,Pending,Web
5014,2687,7,2,6,2022-01-09,2022-01-10,2022-01-15,,Pending,Sales Rep
5015,658,,1,4,2022-02-28,2022-03-02,2022-03-02,2022-03-01,Completed,Marketplace
5016,1450,,1,4,2023-06-08,2023-06-10,2023-06-14,2023-06-14,Completed,Web
5017,2014,,5,1,2025-09-09,2025-09-11,2025-09-13,2025-09-14,Completed,Marketplace
5018,2576,,4,5,2022-08-09,2022-08-10,2022-08-12,2022-08-13,Completed,Marketplace
5019,2134,26,2,6,2022-01-01,,2022-01-03,,Pending,Sales Rep
5020,1141,,4,2,2023-07-27,2023-07-27,2023-07-29,2023-07-29,Completed,Web
5021,866,,3,1,2022-09-12,2022-09-14,2022-09-15,,Pending,Mobile App
5022,506,,2,6,2023-02-19,2023-02-21,2023-02-23,2023-02-23,Completed,Web
5023,2663,,2,2,2025-04-11,2025-04-13,2025-04-15,2025-04-18,Completed,Web
5024,2874,,3,7,2022-12-27,2022-12-27,2022-12-31,2022-12-31,Completed,Mobile App
5025,1520,,5,6,2023-06-07,2023-06-08,2023-06-13,,Pending,Marketplace
5026,2549,,3,7,2022-04-01,2022-04-01,2022-04-04,2022-04-04,Completed,Mobile App
5027,422,,1,1,2025-04-05,2025-04-05,2025-04-07,2025-04-08,Completed,Mobile App
5028,2932,7,4,5,2024-10-09,,2024-10-12,,Cancelled,Sales Rep
5029,140,,5,3,2022-05-25,,2022-05-28,,Cancelled,Mobile App
5030,836,,2,7,2022-11-14,2022-11-15,2022-11-16,,Pending,Marketplace
5031,1856,,1,3,2024-10-28,2024-10-29,2024-10-31,2024-10-31,Completed,Web
5032,1226,,4,2,2024-03-19,2024-03-20,2024-03-25,2024-03-25,Completed,Marketplace
5033,2774,,5,1,2024-10-10,2024-10-11,2024-10-15,2024-10-16,Completed,Marketplace
5034,1813,,1,5,2022-02-03,2022-02-04,2022-02-05,2022-02-05,Completed,Web
5035,1934,,2,5,2024-04-23,2024-04-25,2024-04-25,2024-04-26,Completed,Marketplace
5036,290,,5,7,2022-02-02,2022-02-04,2022-02-04,,Pending,Mobile App
5037,558,,3,3,2025-02-21,,2025-02-25,,Pending,Mobile App
5038,1102,,1,8,2025-12-26,2025-12-26,2025-12-31,2025-12-31,Completed,Web
5039,1733,,2,2,2023-05-02,2023-05-04,2023-05-08,2023-05-08,Completed,Web
5040,2924,,5,5,2022-09-19,2022-09-20,2022-09-24,2022-09-24,Completed,Web
5041,2623,,4,2,2025-11-03,2025-11-05,2025-11-09,2025-11-09,Completed,Marketplace
5042,2250,,1,5,2025-11-25,,2025-11-28,,Cancelled,Web
5043,529,18,5,6,2025-05-25,2025-05-25,2025-05-29,,Pending,Sales Rep
5044,2421,,4,5,2023-12-14,2023-12-15,2023-12-17,2023-12-20,Completed,Web
5045,621,,4,5,2023-08-24,2023-08-26,2023-08-28,2023-08-28,Completed,Web
5046,969,,3,7,2023-05-03,2023-05-04,2023-05-07,2023-05-07,Completed,Marketplace
5047,1184,,5,7,2023-05-26,2023-05-28,2023-05-29,2023-05-29,Completed,Web
5048,2514,,3,4,2023-09-09,2023-09-10,2023-09-12,2023-09-13,Completed,Mobile App
5049,326,,2,3,2024-05-24,2024-05-26,2024-05-28,,Pending,Web
5050,346,,4,1,2025-12-13,2025-12-15,2025-12-16,2025-12-18,Completed,Web
5051,2068,,4,6,2023-10-31,2023-11-02,2023-11-06,2023-11-07,Completed,Web
5052,255,,3,3,2025-07-03,2025-07-04,2025-07-09,2025-07-10,Completed,Web
5053,270,,4,5,2024-08-01,2024-08-03,2024-08-07,2024-08-07,Completed,Mobile App
5054,1960,,2,2,2023-04-23,2023-04-23,2023-04-26,2023-04-26,Completed,Marketplace
5055,1277,3,4,8,2022-12-27,2022-12-29,2023-01-02,2023-01-01,Completed,Sales Rep
5056,1493,,1,1,2022-05-14,2022-05-15,2022-05-16,2022-05-16,Completed,Web
5057,2235,,2,1,2022-10-15,2022-10-15,2022-10-17,2022-10-17,Completed,Marketplace
5058,1385,,1,6,2022-12-31,2023-01-01,2023-01-06,2023-01-08,Completed,Marketplace
5059,2235,,3,1,2024-08-27,2024-08-27,2024-09-01,2024-09-01,Completed,Web
5060,2940,,3,6,2024-05-14,2024-05-16,2024-05-16,2024-05-16,Completed,Mobile App
5061,858,,5,8,2022-04-03,2022-04-05,2022-04-06,2022-04-05,Completed,Web
5062,2519,,5,5,2024-11-29,2024-11-30,2024-12-01,2024-12-02,Completed,Mobile App
5063,1203,,2,1,2023-03-02,,2023-03-04,,Cancelled,Marketplace
5064,71,13,5,8,2025-08-16,2025-08-16,2025-08-18,2025-08-19,Completed,Sales Rep
5065,1647,,4,1,2024-07-06,,2024-07-10,,Cancelled,Web
5066,2795,,2,1,2022-12-05,2022-12-07,2022-12-08,2022-12-09,Completed,Web
5067,77,,4,8,2025-06-17,2025-06-18,2025-06-19,2025-06-21,Completed,Mobile App
5068,1455,13,2,6,2025-03-06,,2025-03-08,,Cancelled,Sales Rep
5069,2251,,2,1,2023-11-11,2023-11-12,2023-11-16,2023-11-17,Completed,Mobile App
5070,76,,1,3,2025-05-22,,2025-05-28,,Pending,Mobile App
5071,2150,22,2,3,2025-09-19,2025-09-21,2025-09-25,,Pending,Sales Rep
5072,542,,2,2,2023-07-06,2023-07-08,2023-07-12,,Pending,Marketplace
5073,1079,,2,3,2023-08-14,2023-08-15,2023-08-19,2023-08-19,Completed,Web
5074,2581,,2,7,2022-04-29,2022-04-30,2022-05-04,2022-05-04,Completed,Web
5075,2980,,1,6,2025-08-05,2025-08-07,2025-08-10,2025-08-11,Completed,Marketplace
5076,713,4,3,1,2023-12-17,2023-12-18,2023-12-19,2023-12-19,Completed,Sales Rep
5077,696,,3,3,2025-05-17,2025-05-18,2025-05-20,2025-05-21,Completed,Marketplace
5078,2218,,3,6,2024-01-11,2024-01-12,2024-01-14,2024-01-15,Completed,Mobile App
5079,2742,,5,1,2022-09-25,2022-09-26,2022-09-30,2022-09-30,Completed,Web
5080,365,,2,4,2022-04-03,2022-04-05,2022-04-05,2022-04-05,Completed,Web
5081,1548,,5,5,2024-07-30,2024-07-30,2024-08-02,,Pending,Web
5082,613,,5,2,2024-08-14,,2024-08-16,,Cancelled,Mobile App
5083,888,,2,1,2024-05-21,2024-05-22,2024-05-27,2024-05-27,Completed,Web
5084,779,,2,6,2025-11-06,,2025-11-10,,Cancelled,Web
5085,308,,2,1,2022-12-29,2022-12-29,2023-01-03,2023-01-06,Completed,Marketplace
5086,696,,4,3,2022-11-06,2022-11-07,2022-11-08,2022-11-09,Completed,Mobile App
5087,1006,,1,3,2023-12-16,,2023-12-20,,Cancelled,Web
5088,2400,,2,1,2024-12-15,2024-12-15,2024-12-20,2024-12-22,Completed,Mobile App
5089,1002,,3,4,2022-02-25,2022-02-26,2022-03-03,2022-03-04,Completed,Web
5090,2347,,5,6,2024-08-20,2024-08-20,2024-08-24,2024-08-25,Completed,Mobile App
5091,882,8,3,3,2025-11-01,2025-11-01,2025-11-03,2025-11-03,Completed,Sales Rep
5092,689,,3,2,2025-11-27,2025-11-27,2025-12-02,2025-12-03,Completed,Marketplace
5093,2429,,3,2,2023-07-31,2023-07-31,2023-08-05,2023-08-05,Completed,Marketplace
5094,441,,1,4,2024-04-23,2024-04-23,2024-04-29,,Pending,Web
5095,1640,17,3,7,2022-03-24,2022-03-24,2022-03-26,,Pending,Sales Rep
5096,1449,,1,2,2023-11-15,2023-11-15,2023-11-21,,Pending,Web
5097,1307,,2,2,2022-07-28,2022-07-30,2022-07-30,2022-07-31,Completed,Web
5098,440,,5,3,2024-04-29,2024-04-29,2024-05-05,2024-05-08,Completed,Mobile App
5099,266,,5,4,2023-06-21,2023-06-21,2023-06-26,2023-06-29,Completed,Mobile App
5100,336,,1,4,2025-03-15,2025-03-17,2025-03-18,2025-03-18,Completed,Mobile App
