payment_id,order_id,payment_method,payment_status,amount,payment_date
3893,3893,Invoice,Paid,741.37,2024-05-29
3894,3894,PayPal,Paid,321.69,2023-01-29
3895,3895,Card,Paid,1332.49,2022-04-07
3896,3896,PayPal,Paid,275.91,2025-08-12
3897,3897,Invoice,Paid,1244.26,2023-11-14
3898,3898,Invoice,Pending,1068.09,2022-12-12
3899,3899,Bank Transfer,Paid,287.23,2024-06-18
3900,3900,PayPal,Pending,173.32,2022-10-04
3901,3901,Bank Transfer,Refunded,3119.12,2022-01-07
3902,3902,Bank Transfer,Paid,990.72,2023-10-02
3903,3903,Bank Transfer,Paid,1195.62,2024-11-16
3904,3904,PayPal,Paid,1401.53,2023-12-23
3905,3905,Invoice,Paid,3540.31,2023-02-25
3906,3906,Bank Transfer,Paid,1254.54,2025-11-23
3907,3907,Bank Transfer,Pending,2221.8,2023-08-14
3908,3908,Card,Paid,1322.96,2024-12-21
3909,3909,Bank Transfer,Refunded,270.12,2022-05-07
3910,3910,PayPal,Paid,702.13,2023-08-26
3911,3911,Invoice,Paid,1283.08,2022-12-17
3912,3912,Invoice,Paid,1268.78,2025-04-26
3913,3913,Bank Transfer,Paid,128.38,2024-12-30
3914,3914,PayPal,Refunded,1267.14,2025-11-13
3915,3915,Invoice,Paid,589.35,2023-01-28
3916,3916,Bank Transfer,Paid,507.56,2023-05-16
3917,3917,Invoice,Pending,234.23,2022-03-05
3918,3918,Invoice,Paid,1454.94,2022-11-30
3919,3919,Invoice,Paid,463.27,2025-04-08
3920,3920,PayPal,Paid,829.58,2022-08-08
3921,3921,Card,Paid,493.33,2025-10-31
3922,3922,Card,Paid,1356.56,2023-12-10
3923,3923,Invoice,Paid,1109.95,2022-06-24
3924,3924,PayPal,Paid,1386.77,2023-04-27
3925,3925,PayPal,Paid,790.45,2022-04-04
3926,3926,Card,Pending,632.12,2023-04-24
3927,3927,PayPal,Paid,103.67,2024-08-28
3928,3928,Bank Transfer,Refunded,373.12,2023-11-12
3929,3929,PayPal,Paid,2301.71,2024-09-08
3930,3930,Card,Paid,268.79,2024-10-03
3931,3931,Card,Paid,2434.82,2024-09-23
3932,3932,Bank Transfer,Paid,125.14,2025-05-15
3933,3933,Bank Transfer,Paid,345.27,2022-12-06
3934,3934,Card,Pending,470.97,2023-03-06
3935,3935,Bank Transfer,Paid,50.35,2024-11-22
3936,3936,Card,Paid,1879.32,2025-12-25
3937,3937,PayPal,Paid,1987.08,2022-05-01
3938,3938,Bank Transfer,Paid,1169.96,2022-07-19
3939,3939,Bank Transfer,Paid,887.06,2024-04-22
3940,3940,Bank Transfer,Paid,888.16,2024-12-05
3941,3941,Bank Transfer,Paid,1378.5,2024-07-04
3942,3942,PayPal,Paid,1568.26,2023-06-25
3943,3943,Bank Transfer,Paid,1011.51,2023-05-14
3944,3944,Card,Paid,82.12,2022-09-05
3945,3945,Card,Paid,446.28,2022-02-19
3946,3946,Card,Paid,701.0,2023-10-20
3947,3947,Card,Paid,229.07,2022-12-26
3948,3948,PayPal,Pending,316.64,2022-03-19
3949,3949,Bank Transfer,Paid,824.87,2025-05-10
3950,3950,PayPal,Pending,521.55,2025-07-12
3951,3951,PayPal,Paid,1400.27,2023-12-03
3952,3952,Invoice,Paid,1520.45,2024-04-18
3953,3953,Invoice,Pending,1019.0,2023-11-12
3954,3954,Invoice,Paid,1106.68,2023-02-02
3955,3955,PayPal,Paid,237.73,2023-11-22
3956,3956,Card,Paid,1834.64,2023-11-13
3957,3957,Invoice,Paid,1592.92,2023-03-20
3958,3958,PayPal,Paid,1927.8,2022-05-17
3959,3959,Card,Pending,446.96,2022-04-06
3960,3960,Bank Transfer,Paid,206.57,2022-04-15
3961,3961,Invoice,Paid,947.73,2022-03-28
3962,3962,PayPal,Paid,2187.55,2023-03-28
3963,3963,Card,Pending,1261.29,2022-12-08
3964,3964,Bank Transfer,Paid,1896.04,2025-11-24
3965,3965,Card,Paid,1693.14,2023-06-16
3966,3966,Invoice,Paid,152.56,2025-08-16
3967,3967,Invoice,Paid,738.22,2022-12-12
3968,3968,Card,Paid,4085.37,2023-03-30
3969,3969,Bank Transfer,Paid,610.39,2024-06-22
3970,3970,Card,Pending,3537.63,2024-09-14
3971,3971,Bank Transfer,Paid,1032.92,2023-07-02
3972,3972,Bank Transfer,Paid,25.98,2022-06-15
3973,3973,Invoice,Paid,496.43,2022-03-14
3974,3974,PayPal,Pending,239.78,2023-12-18
3975,3975,Invoice,Paid,175.27,2025-04-29
3976,3976,PayPal,Pending,332.9,2022-04-14
3977,3977,Card,Refunded,301.74,2022-03-04
3978,3978,Card,Paid,4021.32,2022-06-01
3979,3979,Bank Transfer,Paid,47.92,2024-08-22
3980,3980,Card,Paid,328.46,2023-12-15
3981,3981,Card,Refunded,71.18,2024-07-27
3982,3982,Invoice,Pending,2072.31,2022-06-03
3983,3983,Card,Paid,607.77,2025-09-05
3984,3984,PayPal,Paid,171.35,2022-09-06
3985,3985,Invoice,Refunded,1177.12,2025-12-28
3986,3986,Invoice,Paid,1771.78,2024-03-20
3987,3987,Invoice,Paid,2093.19,2025-08-24
3988,3988,Bank Transfer,Paid,342.75,2025-10-14
3989,3989,Bank Transfer,Pending,1541.92,2025-09-15
3990,3990,Invoice,Paid,226.16,2023-12-06
3991,3991,Invoice,Paid,121.37,2023-09-11
3992,3992,Bank Transfer,Pending,888.2,2025-06-24
3993,3993,Invoice,Paid,1287.91,2022-04-21
3994,3994,PayPal,Paid,1662.29,2023-11-08
3995,3995,Invoice,Paid,2100.39,2023-01-27
3996,3996,Bank Transfer,Paid,344.77,2025-04-21
3997,3997,PayPal,Paid,2065.11,2023-03-27
3998,3998,PayPal,Paid,2505.73,2025-12-09
3999,3999,PayPal,Paid,929.52,2023-05-13
4000,4000,Bank Transfer,Paid,615.81,2024-08-09
4001,4001,PayPal,Refunded,55.8,2024-04-25
4002,4002,Bank Transfer,Paid,1529.28,2024-08-30
4003,4003,Card,Paid,398.32,2024-03-01
4004,4004,Bank Transfer,Paid,2596.74,2025-12-30
4005,4005,Card,Pending,187.2,2022-12-12
4006,4006,Invoice,Paid,1755.74,2023-11-22
4007,4007,Bank Transfer,Paid,331.27,2025-05-17
4008,4008,Card,Paid,1539.03,2025-04-11
4009,4009,PayPal,Paid,224.07,2025-06-07
4010,4010,PayPal,Paid,1921.24,2023-08-25
4011,4011,Card,Paid,136.96,2024-05-17
4012,4012,PayPal,Paid,1252.51,2023-05-28
4013,4013,Card,Paid,4363.21,2022-04-15
4014,4014,PayPal,Paid,2656.44,2025-05-13
4015,4015,PayPal,Paid,1391.92,2022-04-15
4016,4016,PayPal,Paid,1013.86,2025-12-03
4017,4017,Card,Paid,1491.33,2023-05-15
4018,4018,Bank Transfer,Paid,1333.85,2024-10-30
4019,4019,Invoice,Refunded,1898.93,2023-11-13
4020,4020,Bank Transfer,Paid,1951.71,2023-06-20
4021,4021,Invoice,Pending,470.59,2022-10-29
4022,4022,PayPal,Pending,653.53,2022-06-22
4023,4023,PayPal,Paid,235.5,2025-10-08
4024,4024,Card,Paid,261.9,2025-02-03
4025,4025,Card,Paid,46.55,2025-08-25
4026,4026,PayPal,Pending,169.55,2024-05-02
4027,4027,Invoice,Paid,1736.05,2022-09-25
4028,4028,Bank Transfer,Paid,78.1,2024-04-04
4029,4029,Invoice,Paid,712.48,2023-10-02
4030,4030,Invoice,Pending,361.77,2025-07-02
4031,4031,Card,Paid,1132.64,2023-03-13
4032,4032,Invoice,Paid,365.46,2024-07-27
4033,4033,Bank Transfer,Paid,627.52,2025-12-11
4034,4034,Bank Transfer,Paid,918.5,2023-06-18
4035,4035,Invoice,Paid,1377.35,2023-09-29
4036,4036,Invoice,Paid,919.45,2022-09-01
4037,4037,Invoice,Paid,2071.45,2023-11-27
4038,4038,Bank Transfer,Paid,791.18,2025-09-27
4039,4039,Bank Transfer,Paid,363.71,2024-10-30
4040,4040,Bank Transfer,Pending,996.26,2022-12-30
4041,4041,Invoice,Paid,2963.33,2022-06-04
4042,4042,Invoice,Paid,1882.16,2024-07-27
4043,4043,PayPal,Paid,488.62,2022-07-07
4044,4044,Card,Paid,818.54,2024-10-18
4045,4045,Card,Paid,2462.64,2023-01-11
4046,4046,Bank Transfer,Paid,478.04,2022-03-26
4047,4047,PayPal,Paid,1167.9,2025-06-02
4048,4048,Card,Paid,819.17,2023-02-14
4049,4049,Card,Paid,361.93,2022-08-18
4050,4050,PayPal,Paid,237.28,2023-06-25
4051,4051,Bank Transfer,Paid,65.07,2024-02-10
4052,4052,Invoice,Paid,558.85,2022-11-27
4053,4053,PayPal,Paid,754.42,2023-03-13
4054,4054,Bank Transfer,Paid,1039.04,2022-05-04
4055,4055,Bank Transfer,Paid,678.43,2023-02-05
4056,4056,Bank Transfer,Paid,967.65,2022-10-05
4057,4057,Invoice,Paid,1310.58,2025-03-08
4058,4058,Card,Paid,546.87,2024-10-10
4059,4059,Invoice,Paid,197.75,2022-12-13
4060,4060,Card,Pending,1424.15,2025-03-24
4061,4061,Card,Paid,1699.77,2022-04-26
4062,4062,Bank Transfer,Paid,289.69,2022-04-09
4063,4063,Bank Transfer,Paid,1518.18,2022-08-05
4064,4064,Bank Transfer,Paid,30.52,2025-12-10
4065,4065,PayPal,Paid,832.13,2025-05-19
4066,4066,Card,Pending,1154.05,2023-11-15
4067,4067,Invoice,Paid,487.54,2022-06-19
4068,4068,Card,Paid,203.5,2025-11-01
4069,4069,PayPal,Paid,348.27,2024-10-30
4070,4070,Bank Transfer,Paid,2048.25,2024-06-30
4071,4071,Card,Paid,2907.1,2024-09-05
4072,4072,Invoice,Pending,138.72,2022-11-16
4073,4073,PayPal,Paid,1859.99,2023-11-14
4074,4074,Bank Transfer,Paid,1343.95,2022-09-29
4075,4075,Bank Transfer,Paid,317.14,2023-08-16
4076,4076,Card,Paid,930.61,2023-12-11
4077,4077,Card,Paid,564.75,2025-09-17
4078,4078,Invoice,Paid,1196.96,2022-07-19
4079,4079,Card,Paid,992.24,2025-12-14
4080,4080,PayPal,Paid,261.58,2025-10-14
4081,4081,Bank Transfer,Paid,2715.44,2023-10-10
4082,4082,Bank Transfer,Paid,1713.42,2022-09-28
4083,4083,Card,Pending,2087.72,2025-05-18
4084,4084,Bank Transfer,Paid,1318.27,2023-09-10
4085,4085,Bank Transfer,Paid,1788.09,2024-05-08
4086,4086,Invoice,Paid,374.55,2025-06-12
4087,4087,Invoice,Pending,823.94,2023-09-04
4088,4088,PayPal,Refunded,1398.56,2025-05-26
4089,4089,Invoice,Paid,308.1,2023-12-23
4090,4090,Card,Paid,69.83,2025-05-14
4091,4091,Bank Transfer,Paid,2940.34,2023-10-26
4092,4092,Card,Pending,646.86,2025-12-27
4093,4093,Invoice,Paid,1162.32,2023-11-07
4094,4094,PayPal,Paid,1172.23,2022-10-07
4095,4095,Card,Paid,4184.3,2025-11-03
4096,4096,PayPal,Paid,559.51,2024-05-21
4097,4097,PayPal,Paid,1912.73,2025-10-06
4098,4098,Card,Paid,762.52,2022-07-13
4099,4099,Bank Transfer,Paid,153.07,2023-12-30
4100,4100,PayPal,Paid,459.89,2025-03-15
4101,4101,Card,Paid,127.43,2022-02-27
4102,4102,Card,Paid,926.73,2025-02-07
4103,4103,Bank Transfer,Paid,2649.94,2024-07-17
4104,4104,Card,Paid,1011.45,2024-11-07
4105,4105,Card,Paid,120.36,2024-03-28
4106,4106,Bank Transfer,Paid,596.64,2025-05-06
4107,4107,PayPal,Paid,249.59,2022-04-02
4108,4108,Invoice,Pending,1758.7,2022-03-16
4109,4109,Invoice,Paid,1235.88,2024-09-26
4110,4110,PayPal,Pending,2023.22,2024-12-09
4111,4111,Card,Paid,388.65,2022-01-27
4112,4112,Card,Paid,1061.81,2022-01-08
4113,4113,Card,Paid,458.2,2024-12-03
4114,4114,Bank Transfer,Refunded,597.81,2024-11-25
4115,4115,Invoice,Paid,3174.72,2023-01-08
4116,4116,PayPal,Paid,2084.82,2023-04-08
4117,4117,Invoice,Paid,157.79,2022-09-27
4118,4118,Bank Transfer,Pending,1615.27,2024-06-22
4119,4119,Bank Transfer,Paid,734.98,2023-12-24
4120,4120,PayPal,Paid,2377.88,2025-08-31
4121,4121,PayPal,Paid,651.77,2024-02-10
4122,4122,Bank Transfer,Paid,527.38,2023-09-28
4123,4123,PayPal,Refunded,3162.87,2022-07-22
4124,4124,Card,Paid,216.22,2025-07-01
4125,4125,Bank Transfer,Refunded,5638.59,2022-07-02
4126,4126,PayPal,Paid,401.04,2022-09-06
4127,4127,PayPal,Paid,2376.71,2023-01-24
4128,4128,Card,Pending,840.54,2025-01-31
4129,4129,Bank Transfer,Pending,1918.65,2024-04-09
4130,4130,PayPal,Pending,715.71,2022-11-09
4131,4131,Invoice,Paid,814.33,2025-05-27
4132,4132,Bank Transfer,Pending,319.67,2025-12-02
4133,4133,Bank Transfer,Paid,1235.71,2024-02-11
4134,4134,Invoice,Paid,62.38,2024-03-02
4135,4135,Card,Paid,707.58,2023-12-11
4136,4136,PayPal,Pending,1836.41,2023-01-23
4137,4137,Card,Paid,539.36,2024-12-28
4138,4138,Card,Paid,287.29,2024-03-17
4139,4139,Card,Pending,459.96,2022-07-16
4140,4140,Card,Paid,3346.34,2022-06-11
4141,4141,PayPal,Paid,1147.35,2023-06-02
4142,4142,Card,Paid,83.17,2025-02-11
4143,4143,Invoice,Paid,2141.84,2022-10-27
4144,4144,Bank Transfer,Paid,570.43,2024-10-25
4145,4145,Card,Paid,1600.29,2024-05-01
4146,4146,Invoice,Paid,566.25,2025-07-14
4147,4147,Bank Transfer,Pending,2248.23,2022-02-17
4148,4148,Invoice,Paid,430.78,2022-09-30
4149,4149,PayPal,Pending,68.67,2025-07-28
4150,4150,Card,Paid,1244.21,2024-06-03
4151,4151,PayPal,Paid,776.79,2025-06-01
4152,4152,PayPal,Pending,559.29,2024-09-20
4153,4153,PayPal,Paid,1060.71,2023-03-31
4154,4154,Invoice,Paid,1889.36,2024-11-03
4155,4155,Bank Transfer,Pending,1672.21,2023-02-13
4156,4156,Card,Paid,268.92,2025-08-13
4157,4157,Card,Paid,421.17,2022-12-03
4158,4158,PayPal,Paid,1068.48,2023-09-06
4159,4159,PayPal,Paid,161.78,2023-01-18
4160,4160,PayPal,Paid,277.95,2023-12-14
4161,4161,Bank Transfer,Paid,2459.71,2024-01-07
4162,4162,Card,Paid,743.47,2024-06-06
4163,4163,Bank Transfer,Pending,1151.84,2025-10-04
4164,4164,Invoice,Paid,357.39,2025-09-08
4165,4165,Bank Transfer,Paid,1617.71,2025-10-15
4166,4166,Card,Paid,2421.55,2022-03-11
4167,4167,Invoice,Paid,946.12,2022-02-11
4168,4168,Bank Transfer,Paid,384.71,2024-03-26
4169,4169,PayPal,Paid,1011.45,2023-12-23
4170,4170,Card,Refunded,1015.03,2024-07-18
4171,4171,PayPal,Refunded,1444.92,2025-08-20
4172,4172,Bank Transfer,Paid,133.68,2022-12-24
4173,4173,Bank Transfer,Paid,691.63,2022-11-10
4174,4174,Card,Paid,868.73,2022-12-06
4175,4175,Invoice,Pending,1445.08,2025-06-05
4176,4176,Bank Transfer,Pending,718.68,2022-12-07
4177,4177,Bank Transfer,Paid,136.92,2025-02-06
4178,4178,Card,Paid,1582.24,2023-11-11
4179,4179,Bank Transfer,Pending,1701.45,2025-04-09
4180,4180,Invoice,Paid,1783.81,2025-11-20
4181,4181,Card,Pending,488.85,2025-08-25
4182,4182,Invoice,Paid,924.61,2022-01-10
4183,4183,Invoice,Pending,486.96,2023-01-06
4184,4184,Bank Transfer,Paid,641.01,2025-11-13
4185,4185,PayPal,Paid,1880.04,2022-02-18
4186,4186,Invoice,Pending,197.72,2023-05-17
4187,4187,PayPal,Paid,1153.18,2023-03-05
4188,4188,Bank Transfer,Pending,565.6,2025-08-13
4189,4189,Invoice,Paid,1528.83,2024-11-02
4190,4190,PayPal,Paid,3454.18,2023-10-17
4191,4191,Bank Transfer,Paid,1256.72,2025-01-12
4192,4192,Card,Paid,3008.95,2024-02-09
4193,4193,Invoice,Paid,2008.16,2023-06-27
4194,4194,Invoice,Paid,1956.59,2024-07-10
4195,4195,PayPal,Pending,589.09,2025-05-29
4196,4196,Invoice,Paid,1562.25,2022-11-02
4197,4197,Bank Transfer,Refunded,1023.94,2025-08-14
4198,4198,Card,Paid,1112.85,2023-02-24
4199,4199,Invoice,Refunded,15.37,2022-05-26
4200,4200,PayPal,Paid,1182.83,2023-06-25
4201,4201,PayPal,Paid,2197.27,2023-10-03
4202,4202,Bank Transfer,Refunded,1174.17,2024-09-01
4203,4203,Invoice,Paid,1168.27,2022-08-15
4204,4204,PayPal,Paid,2376.91,2023-09-06
4205,4205,Card,Paid,1813.3,2022-12-30
4206,4206,Invoice,Paid,930.36,2023-05-22
4207,4207,PayPal,Pending,1609.07,2025-07-05
4208,4208,Bank Transfer,Paid,307.1,2024-06-07
4209,4209,Bank Transfer,Paid,297.57,2025-02-01
4210,4210,Bank Transfer,Paid,356.44,2025-12-07
4211,4211,Card,Paid,1125.34,2024-04-21
4212,4212,PayPal,Paid,1155.31,2025-01-26
4213,4213,PayPal,Paid,832.86,2024-02-27
4214,4214,Bank Transfer,Paid,785.9,2023-12-21
4215,4215,Card,Pending,4296.29,2024-08-24
4216,4216,Bank Transfer,Paid,1144.58,2024-10-17
4217,4217,Bank Transfer,Paid,489.36,2025-03-04
4218,4218,PayPal,Paid,1166.84,2023-10-28
4219,4219,PayPal,Pending,306.57,2025-11-04
4220,4220,Invoice,Paid,1738.77,2023-03-02
4221,4221,Invoice,Paid,1559.44,2024-12-04
4222,4222,Card,Pending,865.17,2024-07-17
4223,4223,PayPal,Paid,1556.95,2024-09-07
4224,4224,Invoice,Paid,437.51,2025-03-11
4225,4225,Bank Transfer,Pending,526.49,2025-05-04
4226,4226,Bank Transfer,Paid,2263.29,2025-02-28
4227,4227,PayPal,Paid,235.95,2025-08-28
4228,4228,Bank Transfer,Paid,479.62,2025-12-23
4229,4229,Bank Transfer,Paid,2208.45,2024-05-15
4230,4230,Bank Transfer,Paid,1193.01,2024-03-22
4231,4231,Invoice,Pending,630.58,2025-06-05
4232,4232,Invoice,Paid,102.67,2023-10-23
4233,4233,Bank Transfer,Paid,2082.12,2023-11-16
4234,4234,Invoice,Paid,335.1,2022-08-30
4235,4235,PayPal,Refunded,2381.28,2025-11-10
4236,4236,PayPal,Pending,322.79,2022-08-11
4237,4237,Bank Transfer,Paid,495.09,2025-03-31
4238,4238,Invoice,Paid,831.78,2024-10-04
4239,4239,Invoice,Pending,362.37,2022-03-27
4240,4240,Invoice,Pending,2630.82,2022-12-17
4241,4241,Bank Transfer,Paid,1086.67,2022-05-17
4242,4242,Bank Transfer,Paid,1833.72,2024-07-17
4243,4243,Invoice,Paid,1183.06,2024-04-25
4244,4244,Bank Transfer,Pending,1596.57,2025-10-02
4245,4245,PayPal,Pending,312.77,2022-10-29
4246,4246,Bank Transfer,Pending,1012.14,2022-11-10
4247,4247,Invoice,Paid,195.24,2025-03-01
4248,4248,PayPal,Paid,2440.54,2024-02-21
4249,4249,PayPal,Paid,427.44,2022-11-09
4250,4250,Bank Transfer,Paid,346.96,2022-12-10
4251,4251,Card,Paid,506.76,2023-12-23
4252,4252,Invoice,Paid,2104.99,2023-05-13
4253,4253,Bank Transfer,Paid,319.12,2024-01-09
4254,4254,Card,Paid,1133.4,2022-09-20
4255,4255,Card,Paid,2332.74,2025-06-23
4256,4256,PayPal,Paid,2580.06,2022-12-09
4257,4257,Invoice,Paid,1051.48,2025-11-01
4258,4258,Bank Transfer,Paid,646.94,2023-06-01
4259,4259,PayPal,Paid,1350.43,2025-05-03
4260,4260,PayPal,Paid,1192.31,2022-11-05
4261,4261,Bank Transfer,Paid,1020.72,2023-10-09
4262,4262,PayPal,Paid,1708.0,2022-08-04
4263,4263,Card,Pending,113.51,2025-07-22
4264,4264,Invoice,Paid,2480.94,2023-07-13
4265,4265,PayPal,Paid,753.86,2022-03-24
4266,4266,Bank Transfer,Paid,1273.33,2025-12-13
4267,4267,PayPal,Paid,2864.41,2023-05-27
4268,4268,Invoice,Paid,1333.43,2022-03-31
4269,4269,Bank Transfer,Paid,285.54,2022-12-05
4270,4270,Card,Paid,243.62,2025-12-12
4271,4271,Invoice,Paid,2064.53,2024-12-22
4272,4272,Card,Paid,1655.6,2023-05-26
4273,4273,Card,Pending,944.25,2023-01-04
4274,4274,Bank Transfer,Paid,685.2,2022-07-28
4275,4275,Card,Paid,712.29,2025-10-04
4276,4276,Bank Transfer,Paid,1329.72,2023-03-26
4277,4277,Bank Transfer,Paid,656.17,2024-05-27
4278,4278,Invoice,Paid,572.32,2022-01-13
4279,4279,Invoice,Pending,198.43,2025-10-15
4280,4280,Bank Transfer,Pending,122.07,2022-11-04
4281,4281,Card,Refunded,4326.12,2023-12-23
4282,4282,Bank Transfer,Paid,1204.54,2022-08-30
4283,4283,Invoice,Pending,2756.91,2022-07-26
4284,4284,PayPal,Paid,2509.18,2024-04-22
4285,4285,Bank Transfer,Paid,983.86,2024-12-27
4286,4286,Card,Paid,675.54,2025-08-18
4287,4287,PayPal,Paid,546.99,2022-06-14
4288,4288,PayPal,Paid,668.08,2023-06-02
4289,4289,Invoice,Pending,1424.75,2023-12-09
4290,4290,Invoice,Paid,446.02,2022-10-04
4291,4291,Invoice,Paid,1428.3,2025-08-26
4292,4292,Card,Paid,37.9,2024-09-12
4293,4293,Invoice,Paid,648.68,2024-12-30
4294,4294,Invoice,Paid,1399.64,2025-07-01
4295,4295,Bank Transfer,Paid,231.06,2023-12-31
4296,4296,Invoice,Paid,248.0,2024-08-31
4297,4297,Invoice,Pending,501.95,2023-06-24
4298,4298,PayPal,Paid,678.75,2022-07-06
4299,4299,Card,Paid,711.24,2023-07-07
4300,4300,Card,Paid,938.8,2025-05-31
4301,4301,PayPal,Paid,35.54,2022-12-17
4302,4302,Invoice,Pending,313.24,2022-08-06
4303,4303,Card,Pending,1760.06,2023-08-16
4304,4304,PayPal,Paid,100.96,2024-08-04
4305,4305,Card,Paid,3275.58,2025-08-26
4306,4306,Card,Pending,717.49,2024-07-04
4307,4307,Card,Refunded,266.93,2023-06-29
4308,4308,Card,Paid,360.08,2025-01-02
4309,4309,Card,Paid,1291.76,2024-06-11
4310,4310,PayPal,Refunded,329.86,2025-01-23
4311,4311,Invoice,Paid,649.5,2024-08-10
4312,4312,PayPal,Refunded,2312.29,2025-11-01
4313,4313,Bank Transfer,Paid,1299.79,2022-02-17
4314,4314,Invoice,Paid,504.17,2023-01-31
4315,4315,PayPal,Paid,846.96,2025-04-13
4316,4316,PayPal,Refunded,743.09,2022-09-02
4317,4317,Invoice,Refunded,749.64,2023-04-28
4318,4318,Bank Transfer,Paid,970.42,2022-02-14
4319,4319,Card,Paid,262.3,2023-09-15
4320,4320,Card,Paid,802.06,2025-06-30
4321,4321,Bank Transfer,Pending,1888.88,2024-09-30
4322,4322,Card,Paid,1819.21,2025-06-16
4323,4323,PayPal,Pending,1084.54,2022-06-22
4324,4324,Card,Pending,1579.92,2022-12-15
4325,4325,Invoice,Paid,158.45,2022-09-22
4326,4326,Card,Paid,1395.49,2023-09-10
4327,4327,Bank Transfer,Paid,335.78,2023-04-09
4328,4328,Bank Transfer,Paid,1338.76,2023-02-20
4329,4329,Invoice,Paid,1604.18,2022-03-08
4330,4330,PayPal,Paid,954.74,2023-09-02
4331,4331,Card,Paid,611.06,2023-12-15
4332,4332,Invoice,Paid,402.93,2024-05-12
4333,4333,Card,Paid,132.03,2024-01-06
4334,4334,Invoice,Paid,2348.36,2023-10-03
4335,4335,Card,Refunded,1842.93,2023-09-01
4336,4336,Invoice,Paid,1110.66,2025-02-14
4337,4337,Bank Transfer,Paid,94.36,2024-02-14
4338,4338,Invoice,Paid,833.76,2022-11-16
4339,4339,Card,Paid,1156.77,2023-03-30
4340,4340,Invoice,Paid,1238.9,2025-12-18
4341,4341,Invoice,Paid,2525.15,2025-11-25
4342,4342,PayPal,Pending,137.48,2022-11-01
4343,4343,Card,Paid,118.6,2025-11-07
4344,4344,Card,Pending,206.56,2022-08-12
4345,4345,Bank Transfer,Paid,5186.11,2023-06-11
4346,4346,Card,Paid,1443.57,2024-10-06
4347,4347,PayPal,Paid,2155.37,2025-11-20
4348,4348,PayPal,Paid,1847.8,2024-03-04
4349,4349,Invoice,Paid,3539.11,2022-01-08
4350,4350,Card,Pending,653.49,2025-12-04
4351,4351,Card,Paid,343.11,2023-11-24
4352,4352,Bank Transfer,Paid,2096.53,2023-06-15
4353,4353,Bank Transfer,Pending,315.26,2022-03-21
4354,4354,Bank Transfer,Pending,299.42,2022-02-10
4355,4355,PayPal,Paid,194.07,2023-12-29
4356,4356,Invoice,Paid,829.38,2023-11-13
4357,4357,PayPal,Paid,797.19,2023-08-09
4358,4358,Card,Paid,2567.81,2025-06-11
4359,4359,Card,Refunded,1842.94,2024-01-22
4360,4360,Card,Pending,174.64,2025-10-23
4361,4361,PayPal,Paid,4337.05,2022-12-27
4362,4362,Bank Transfer,Paid,1969.74,2024-01-15
4363,4363,Bank Transfer,Pending,92.4,2024-03-12
4364,4364,Card,Paid,82.16,2025-03-07
4365,4365,Card,Pending,1163.63,2022-02-19
4366,4366,Invoice,Paid,2230.38,2025-07-04
4367,4367,Invoice,Paid,79.88,2025-01-30
4368,4368,PayPal,Paid,1039.68,2025-04-06
4369,4369,PayPal,Pending,1293.72,2023-06-23
4370,4370,Invoice,Paid,1189.59,2022-10-19
4371,4371,PayPal,Pending,1638.95,2025-07-19
4372,4372,Invoice,Paid,1192.27,2025-10-19
4373,4373,Bank Transfer,Paid,405.67,2022-10-26
4374,4374,Bank Transfer,Paid,584.04,2023-08-08
4375,4375,Card,Paid,559.33,2024-12-16
4376,4376,Card,Paid,790.3,2023-09-24
4377,4377,Bank Transfer,Pending,493.4,2022-02-26
4378,4378,Bank Transfer,Paid,1431.45,2024-12-07
4379,4379,Bank Transfer,Paid,1706.06,2024-05-28
4380,4380,PayPal,Paid,1093.07,2025-12-08
4381,4381,PayPal,Pending,1052.51,2023-10-23
4382,4382,Card,Pending,171.75,2024-12-28
4383,4383,PayPal,Paid,545.42,2022-04-25
4384,4384,Card,Paid,704.72,2023-01-10
4385,4385,Invoice,Paid,1169.29,2024-04-19
4386,4386,Invoice,Paid,1011.62,2024-03-26
4387,4387,PayPal,Pending,2506.86,2022-01-03
4388,4388,Invoice,Paid,492.5,2022-05-25
4389,4389,PayPal,Paid,822.76,2022-06-04
4390,4390,Invoice,Paid,1450.06,2024-06-20
4391,4391,PayPal,Refunded,243.9,2024-12-27
4392,4392,Invoice,Paid,52.3,2022-11-28
4393,4393,PayPal,Paid,2727.07,2023-08-31
4394,4394,Bank Transfer,Pending,668.04,2024-04-26
4395,4395,PayPal,Paid,2495.0,2025-12-10
4396,4396,Card,Paid,3336.22,2024-03-31
4397,4397,Card,Paid,2902.46,2022-06-30
4398,4398,Card,Paid,1201.09,2023-07-05
4399,4399,PayPal,Paid,1807.76,2024-03-10
4400,4400,Invoice,Paid,875.14,2023-10-13
4401,4401,Card,Pending,1598.19,2022-08-27
4402,4402,PayPal,Paid,904.44,2022-06-18
4403,4403,Card,Paid,437.93,2025-10-07
4404,4404,Bank Transfer,Paid,1494.51,2025-11-02
4405,4405,Card,Paid,446.12,2022-11-17
4406,4406,PayPal,Paid,70.07,2022-09-04
4407,4407,Invoice,Pending,2020.04,2023-10-23
4408,4408,Card,Paid,3063.71,2022-07-31
4409,4409,Bank Transfer,Paid,589.01,2022-09-24
4410,4410,Bank Transfer,Paid,2106.05,2022-01-15
4411,4411,Card,Pending,1335.27,2023-08-31
4412,4412,PayPal,Paid,2225.02,2023-04-07
4413,4413,Bank Transfer,Paid,138.93,2022-09-09
