order_item_id,order_id,product_id,quantity,unit_price,discount_pct,unit_cost,line_revenue
1938,784,119,4,126.62,0.05,81.61,481.16
1939,785,149,1,42.07,0,24.02,42.07
1940,785,80,1,175.53,0,126.28,175.53
1941,785,52,5,184.98,0.15,108.94,786.16
1942,786,71,1,185.49,0,129.87,185.49
1943,786,59,1,750.02,0,472.53,750.02
1944,787,8,1,307.8,0,176.29,307.8
1945,787,2,3,239.0,0.05,185.69,681.15
1946,787,198,1,224.63,0.1,168.54,202.17
1947,788,181,1,31.24,0.15,22.03,26.55
1948,789,227,1,134.09,0,97.19,134.09
1949,790,214,1,110.95,0.1,83.91,99.86
1950,790,42,1,281.96,0,210.14,281.96
1951,790,242,3,480.7,0.05,294.71,1369.99
1952,791,94,3,103.76,0.15,68.57,264.59
1953,791,20,3,316.63,0.15,241.77,807.41
1954,792,14,1,50.27,0,35.41,50.27
1955,792,50,1,208.79,0.15,132.63,177.47
1956,793,24,2,287.14,0,158.18,574.28
1957,794,219,2,227.17,0.05,152.41,431.62
1958,794,220,1,198.47,0,114.26,198.47
1959,794,229,3,82.66,0,45.59,247.98
1960,795,225,1,448.26,0,299.56,448.26
1961,795,71,3,175.22,0,129.87,525.66
1962,796,207,4,119.59,0,81.24,478.36
1963,797,26,4,93.73,0.05,66.86,356.17
1964,797,203,1,86.5,0,47.88,86.5
1965,797,166,3,259.65,0,150.8,778.95
1966,797,55,1,312.09,0.2,171.05,249.67
1967,797,239,1,90.47,0.05,70.61,85.95
1968,798,28,2,39.36,0,24.61,78.72
1969,799,123,1,335.95,0.05,203.32,319.15
1970,799,93,1,214.07,0.15,119.43,181.96
1971,799,20,2,317.64,0.1,241.77,571.75
1972,800,69,2,284.44,0.05,187.45,540.44
1973,800,145,1,294.18,0.05,208.04,279.47
1974,800,91,1,128.01,0,67.8,128.01
1975,801,20,1,307.64,0.05,241.77,292.26
1976,802,7,1,229.09,0,157.34,229.09
1977,802,168,1,112.21,0,75.79,112.21
1978,802,196,1,366.44,0.15,265.94,311.47
1979,802,118,4,250.74,0,154.62,1002.96
1980,803,229,1,80.94,0,45.59,80.94
1981,803,180,1,316.83,0.15,216.02,269.31
1982,803,72,2,72.24,0,51.17,144.48
1983,803,49,1,47.86,0,35.06,47.86
1984,803,180,1,338.22,0,216.02,338.22
1985,804,74,1,448.77,0,294.02,448.77
1986,804,85,5,313.23,0,176.67,1566.15
1987,804,204,1,505.31,0.15,276.98,429.51
1988,805,134,2,307.96,0,185.87,615.92
1989,806,49,1,46.14,0.1,35.06,41.53
1990,806,223,1,233.38,0.2,165.43,186.7
1991,807,135,2,106.39,0.1,65.4,191.5
1992,807,122,1,359.16,0.1,227.65,323.24
1993,807,148,1,106.44,0,82.56,106.44
1994,807,64,1,356.69,0.2,232.12,285.35
1995,808,28,2,38.1,0,24.61,76.2
1996,809,140,1,259.55,0,145.09,259.55
1997,809,16,2,354.03,0,276.21,708.06
1998,809,79,3,28.57,0,19.69,85.71
1999,809,220,1,197.78,0.2,114.26,158.22
2000,810,200,1,15.25,0.05,10.4,14.49
2001,810,145,2,301.98,0,208.04,603.96
2002,810,15,2,139.89,0,107.98,279.78
2003,811,18,5,101.38,0,78.79,506.9
2004,812,26,2,97.15,0.2,66.86,155.44
2005,813,176,1,41.68,0,24.35,41.68
2006,814,12,1,150.13,0.1,85.4,135.12
2007,814,213,1,170.7,0.2,113.3,136.56
2008,815,214,1,104.48,0.05,83.91,99.26
2009,815,184,3,186.08,0,137.79,558.24
2010,815,113,2,131.64,0,91.53,263.28
2011,815,116,5,360.84,0.15,197.11,1533.57
2012,815,9,2,61.65,0,33.28,123.3
2013,816,181,1,31.66,0.2,22.03,25.33
2014,816,138,2,446.5,0.1,338.22,803.7
2015,817,128,2,84.79,0.05,45.88,161.1
2016,817,63,1,185.02,0.2,111.97,148.02
2017,818,202,1,90.07,0,58.28,90.07
2018,819,5,1,283.25,0.15,193.54,240.76
2019,819,37,3,241.23,0,181.1,723.69
2020,820,28,2,37.27,0,24.61,74.54
2021,820,169,1,456.52,0,256.4,456.52
2022,820,145,1,284.49,0,208.04,284.49
2023,821,210,2,137.8,0.1,100.75,248.04
2024,821,177,4,324.39,0,215.52,1297.56
2025,821,180,1,324.95,0,216.02,324.95
2026,821,15,1,134.09,0,107.98,134.09
2027,822,230,2,163.96,0.1,96.28,295.13
2028,823,41,2,103.18,0,56.98,206.36
2029,823,148,1,107.12,0.1,82.56,96.41
2030,823,77,4,143.24,0.15,112.34,487.02
2031,823,79,1,30.06,0,19.69,30.06
2032,824,127,2,189.0,0.05,138.0,359.1
2033,824,63,1,194.25,0.05,111.97,184.54
2034,824,123,1,337.84,0,203.32,337.84
2035,824,237,1,268.57,0,208.78,268.57
2036,825,178,4,429.77,0.05,331.71,1633.13
2037,825,21,2,56.4,0.05,40.2,107.16
2038,826,220,1,197.96,0,114.26,197.96
2039,826,96,3,170.61,0,118.71,511.83
2040,827,237,1,283.27,0.15,208.78,240.78
2041,827,192,1,106.34,0,64.29,106.34
2042,828,240,2,71.48,0,50.93,142.96
2043,828,87,2,265.0,0.05,167.56,503.5
2044,828,214,4,106.1,0.05,83.91,403.18
2045,828,212,1,358.79,0,206.89,358.79
2046,828,182,3,176.63,0,105.28,529.89
2047,829,128,1,84.69,0.05,45.88,80.46
2048,829,70,3,271.98,0.1,170.82,734.35
2049,829,166,5,245.98,0.1,150.8,1106.91
2050,829,105,4,260.58,0.1,141.58,938.09
2051,830,111,1,97.64,0,58.44,97.64
2052,830,120,2,21.89,0,16.07,43.78
2053,830,28,1,39.78,0,24.61,39.78
2054,830,151,1,106.65,0,71.74,106.65
2055,831,110,2,255.19,0,172.9,510.38
2056,832,243,2,229.43,0,184.18,458.86
2057,833,164,1,252.84,0.05,197.58,240.2
2058,833,166,2,251.66,0,150.8,503.32
2059,833,231,1,244.34,0,136.67,244.34
2060,834,16,5,353.72,0.05,276.21,1680.17
2061,834,111,2,92.96,0.05,58.44,176.62
2062,834,56,2,281.47,0.15,166.22,478.5
2063,834,143,2,297.22,0.05,176.21,564.72
2064,834,221,2,319.79,0.1,198.57,575.62
2065,835,21,5,56.05,0,40.2,280.25
2066,835,103,1,87.96,0,53.39,87.96
2067,835,91,1,124.99,0,67.8,124.99
2068,836,227,1,140.58,0,97.19,140.58
2069,836,146,3,114.99,0.1,73.65,310.47
2070,837,76,1,287.56,0,165.16,287.56
2071,838,13,1,262.97,0,179.96,262.97
2072,838,181,3,30.18,0,22.03,90.54
2073,838,18,1,101.25,0.1,78.79,91.12
2074,839,95,1,95.46,0,63.87,95.46
2075,839,226,1,102.28,0,75.39,102.28
2076,839,102,1,239.39,0,161.47,239.39
2077,840,60,1,324.82,0.15,205.28,276.1
2078,840,180,5,326.09,0.1,216.02,1467.4
2079,840,117,1,319.95,0.1,199.4,287.95
2080,840,163,2,783.42,0,549.58,1566.84
2081,841,222,1,121.06,0.05,69.67,115.01
2082,842,235,2,862.73,0.1,525.1,1552.91
2083,843,22,3,327.6,0.05,179.68,933.66
2084,843,182,1,171.35,0.15,105.28,145.65
2085,844,194,1,71.37,0,45.74,71.37
2086,844,13,3,268.08,0,179.96,804.24
2087,844,229,1,79.55,0,45.59,79.55
2088,844,3,3,705.09,0,476.29,2115.27
2089,845,199,1,137.27,0.1,97.21,123.54
2090,846,44,1,293.64,0.05,202.74,278.96
2091,847,59,1,757.48,0,472.53,757.48
2092,847,198,3,217.77,0,168.54,653.31
2093,847,159,4,110.77,0,86.96,443.08
2094,847,66,1,136.67,0.05,73.92,129.84
2095,848,93,2,215.66,0,119.43,431.32
2096,849,204,1,496.85,0,276.98,496.85
2097,850,110,4,246.3,0,172.9,985.2
2098,850,110,1,257.72,0.05,172.9,244.83
2099,851,244,1,46.1,0,26.34,46.1
2100,852,161,3,314.49,0,181.65,943.47
2101,852,137,5,237.69,0,160.22,1188.45
2102,852,172,2,393.11,0,250.31,786.22
2103,853,102,2,227.32,0,161.47,454.64
2104,853,96,4,171.93,0.05,118.71,653.33
2105,853,160,1,53.51,0,36.17,53.51
2106,854,221,1,336.42,0,198.57,336.42
2107,855,239,1,92.74,0,70.61,92.74
2108,855,167,3,202.59,0,119.61,607.77
2109,856,203,2,86.35,0.15,47.88,146.79
2110,856,71,1,185.12,0,129.87,185.12
2111,856,215,2,100.54,0,69.53,201.08
2112,857,243,1,230.65,0,184.18,230.65
2113,857,68,1,515.73,0,285.41,515.73
2114,857,148,1,103.05,0.1,82.56,92.75
2115,858,7,1,224.87,0,157.34,224.87
2116,858,201,1,192.78,0,148.02,192.78
2117,859,195,5,144.26,0,98.66,721.3
2118,859,32,1,18.05,0.1,10.91,16.25
2119,860,67,2,715.6,0,550.89,1431.2
2120,861,229,3,77.98,0,45.59,233.94
2121,861,120,3,22.41,0,16.07,67.23
2122,861,39,2,18.01,0,12.72,36.02
2123,862,53,1,156.99,0.05,99.99,149.14
2124,862,23,1,327.56,0,174.57,327.56
2125,862,18,2,102.16,0.15,78.79,173.67
2126,862,74,3,426.02,0,294.02,1278.06
2127,863,76,1,282.67,0,165.16,282.67
2128,864,135,2,104.75,0,65.4,209.5
2129,864,99,1,599.06,0,476.8,599.06
2130,864,186,2,58.13,0,46.23,116.26
2131,865,128,2,85.74,0,45.88,171.48
2132,866,136,1,438.4,0,314.0,438.4
2133,866,247,1,27.12,0,16.84,27.12
2134,867,204,2,502.79,0.15,276.98,854.74
2135,867,104,1,108.8,0.15,78.97,92.48
2136,867,130,2,541.14,0,332.27,1082.28
2137,868,238,1,139.61,0,97.13,139.61
2138,868,116,2,347.75,0,197.11,695.5
2139,869,227,2,139.08,0,97.19,278.16
2140,869,117,1,328.64,0,199.4,328.64
2141,869,243,1,230.73,0.15,184.18,196.12
2142,869,66,1,135.31,0.1,73.92,121.78
2143,870,156,3,293.56,0,221.85,880.68
2144,870,57,2,178.82,0,106.53,357.64
2145,870,3,3,717.38,0,476.29,2152.14
2146,870,237,4,276.95,0.1,208.78,997.02
2147,870,216,1,239.56,0,152.37,239.56
2148,871,29,1,236.57,0,170.75,236.57
2149,872,103,1,82.98,0,53.39,82.98
2150,872,114,1,156.88,0,111.52,156.88
2151,872,30,2,210.51,0.05,140.07,399.97
2152,873,119,1,130.46,0.2,81.61,104.37
2153,873,158,1,249.06,0,184.4,249.06
2154,873,81,5,589.63,0,344.6,2948.15
2155,874,100,1,306.11,0,201.88,306.11
2156,874,109,2,36.52,0.05,26.78,69.39
2157,874,106,3,59.9,0.2,49.37,143.76
2158,875,161,1,297.13,0.05,181.65,282.27
2159,875,187,1,557.77,0.1,353.95,501.99
2160,876,101,1,143.97,0.05,91.84,136.77
2161,877,187,1,570.28,0.05,353.95,541.77
2162,877,206,3,327.93,0.15,184.73,836.22
2163,877,211,2,941.91,0,571.02,1883.82
2164,877,147,1,743.16,0.15,548.13,631.69
2165,878,115,1,780.22,0,473.76,780.22
2166,879,118,5,253.18,0.15,154.62,1076.02
2167,880,173,3,331.65,0,198.43,994.95
2168,880,4,1,299.55,0,162.5,299.55
2169,880,91,1,127.82,0.1,67.8,115.04
2170,880,141,1,372.4,0,213.83,372.4
2171,881,26,1,97.23,0.15,66.86,82.65
2172,881,6,3,18.65,0,10.68,55.95
2173,881,35,2,647.31,0,402.38,1294.62
2174,881,76,2,273.17,0,165.16,546.34
2175,882,182,1,175.25,0.2,105.28,140.2
2176,882,242,1,470.51,0,294.71,470.51
2177,883,116,2,364.3,0.1,197.11,655.74
2178,884,109,1,37.77,0,26.78,37.77
2179,884,249,2,540.04,0.15,360.12,918.07
2180,885,174,5,231.03,0.15,177.69,981.88
2181,886,107,3,393.35,0,207.72,1180.05
2182,886,62,2,76.99,0.05,57.17,146.28
2183,886,83,4,844.48,0,453.77,3377.92
2184,887,39,1,17.83,0.05,12.72,16.94
2185,887,66,1,135.47,0,73.92,135.47
2186,888,164,1,264.33,0,197.58,264.33
2187,888,48,1,124.08,0,70.27,124.08
2188,888,169,3,459.71,0.1,256.4,1241.22
2189,889,165,1,47.82,0.05,34.33,45.43
2190,889,127,2,196.48,0,138.0,392.96
2191,889,49,2,49.18,0.05,35.06,93.44
2192,890,184,3,175.28,0,137.79,525.84
2193,890,207,1,117.2,0.05,81.24,111.34
2194,891,85,2,294.99,0,176.67,589.98
2195,891,250,2,89.14,0,59.69,178.28
2196,892,93,2,213.51,0,119.43,427.02
2197,892,206,1,332.83,0,184.73,332.83
2198,893,84,1,114.88,0.15,77.66,97.65
2199,894,187,1,579.98,0.05,353.95,550.98
2200,895,132,2,211.1,0,120.01,422.2
2201,895,20,2,322.34,0,241.77,644.68
2202,896,167,1,205.45,0.05,119.61,195.18
2203,896,201,2,196.69,0,148.02,393.38
2204,897,37,2,251.78,0,181.1,503.56
2205,897,217,1,242.8,0.1,161.65,218.52
2206,897,163,1,768.91,0,549.58,768.91
2207,898,34,5,168.19,0,110.47,840.95
2208,898,71,1,179.37,0.05,129.87,170.4
2209,899,1,2,503.15,0,342.48,1006.3
2210,899,168,1,116.75,0,75.79,116.75
2211,900,77,3,144.69,0,112.34,434.07
2212,900,31,1,66.92,0,46.77,66.92
2213,900,108,3,167.66,0.1,125.01,452.68
2214,901,18,2,100.18,0.1,78.79,180.32
2215,901,52,1,189.82,0,108.94,189.82
2216,901,29,1,230.15,0,170.75,230.15
2217,902,175,1,202.3,0.05,143.25,192.19
2218,902,27,2,573.95,0.2,450.05,918.32
2219,902,9,2,60.98,0.05,33.28,115.86
2220,903,66,2,136.2,0,73.92,272.4
2221,903,136,2,435.07,0,314.0,870.14
2222,904,209,1,575.3,0.2,410.02,460.24
2223,905,248,1,369.02,0,206.33,369.02
2224,905,137,1,252.27,0,160.22,252.27
2225,905,79,4,30.47,0.05,19.69,115.79
2226,906,105,2,260.54,0,141.58,521.08
2227,906,204,1,502.41,0.1,276.98,452.17
2228,906,17,1,413.46,0,254.17,413.46
2229,906,62,1,75.31,0,57.17,75.31
2230,906,71,3,177.78,0,129.87,533.34
2231,907,181,2,32.36,0,22.03,64.72
2232,907,42,1,283.52,0.1,210.14,255.17
2233,907,6,2,17.87,0.1,10.68,32.17
2234,907,174,1,241.73,0,177.69,241.73
2235,907,19,3,470.02,0.1,282.88,1269.05
2236,907,21,1,56.3,0.05,40.2,53.48
2237,908,222,1,112.93,0,69.67,112.93
2238,908,190,1,275.58,0.2,187.93,220.46
2239,909,73,5,281.33,0,201.32,1406.65
2240,909,22,1,317.39,0.05,179.68,301.52
2241,910,157,1,93.53,0.15,54.99,79.5
2242,910,130,4,538.5,0,332.27,2154.0
2243,910,154,2,117.03,0,88.37,234.06
2244,910,221,2,319.15,0,198.57,638.3
2245,910,160,3,53.54,0.2,36.17,128.5
2246,911,202,1,92.45,0,58.28,92.45
2247,912,229,1,82.77,0,45.59,82.77
2248,912,41,3,100.3,0,56.98,300.9
2249,913,146,1,121.78,0.05,73.65,115.69
2250,913,227,1,135.03,0.15,97.19,114.78
2251,913,2,1,239.79,0.1,185.69,215.81
2252,914,41,1,103.32,0,56.98,103.32
2253,914,134,1,289.63,0,185.87,289.63
2254,914,188,2,182.41,0,111.25,364.82
2255,915,52,4,194.66,0.05,108.94,739.71
2256,916,214,1,112.13,0,83.91,112.13
2257,916,74,4,451.06,0,294.02,1804.24
2258,916,194,1,71.78,0.05,45.74,68.19
2259,917,150,1,155.25,0.2,105.94,124.2
2260,917,181,1,30.48,0.1,22.03,27.43
2261,918,161,1,319.55,0,181.65,319.55
2262,919,145,2,283.78,0,208.04,567.56
2263,920,155,2,855.64,0,542.53,1711.28
2264,920,99,2,623.55,0,476.8,1247.1
2265,920,39,2,17.93,0,12.72,35.86
2266,921,107,3,365.83,0,207.72,1097.49
2267,921,149,1,42.39,0,24.02,42.39
2268,921,82,1,343.83,0,265.92,343.83
2269,922,53,2,163.15,0,99.99,326.3
2270,922,106,1,61.25,0,49.37,61.25
2271,922,143,2,307.43,0,176.21,614.86
2272,922,70,1,259.14,0.1,170.82,233.23
2273,922,29,3,244.35,0,170.75,733.05
2274,923,121,2,490.74,0,349.32,981.48
2275,923,97,1,325.11,0.1,244.57,292.6
2276,923,143,1,289.42,0.05,176.21,274.95
2277,924,34,2,161.41,0,110.47,322.82
2278,925,21,1,53.22,0.05,40.2,50.56
2279,926,3,2,740.87,0,476.29,1481.74
2280,926,5,4,280.52,0.1,193.54,1009.87
2281,926,169,3,454.52,0.05,256.4,1295.38
2282,927,24,3,270.27,0,158.18,810.81
2283,927,235,2,823.61,0,525.1,1647.22
2284,927,222,2,112.98,0.1,69.67,203.36
2285,927,120,1,21.68,0.15,16.07,18.43
2286,928,250,1,89.56,0,59.69,89.56
2287,929,8,2,291.95,0,176.29,583.9
2288,929,222,4,120.41,0.1,69.67,433.48
2289,929,39,1,18.17,0,12.72,18.17
2290,930,155,1,888.87,0,542.53,888.87
2291,931,2,4,236.91,0.1,185.69,852.88
2292,931,66,2,133.49,0.15,73.92,226.93
2293,932,6,1,17.4,0,10.68,17.4
2294,932,90,1,316.09,0,236.61,316.09
2295,932,2,1,244.06,0,185.69,244.06
2296,932,219,1,229.74,0,152.41,229.74
2297,932,88,1,339.07,0.2,192.73,271.26
2298,933,138,3,450.47,0.1,338.22,1216.27
2299,933,195,2,137.97,0.1,98.66,248.35
2300,934,37,2,253.39,0.05,181.1,481.44
2301,934,30,2,209.27,0,140.07,418.54
2302,935,81,1,585.17,0.15,344.6,497.39
2303,936,67,1,706.37,0.05,550.89,671.05
2304,936,182,1,163.61,0,105.28,163.61
2305,936,215,1,97.27,0,69.53,97.27
2306,936,126,1,128.36,0,96.78,128.36
2307,936,93,1,215.39,0,119.43,215.39
2308,937,115,2,772.92,0,473.76,1545.84
2309,937,142,1,189.41,0,139.67,189.41
2310,937,53,1,162.68,0.1,99.99,146.41
2311,937,159,2,114.98,0,86.96,229.96
2312,937,246,2,188.75,0.15,139.11,320.88
2313,937,150,1,149.86,0.05,105.94,142.37
2314,938,222,5,114.97,0.15,69.67,488.62
2315,939,214,1,110.15,0,83.91,110.15
2316,939,40,1,363.48,0,239.26,363.48
2317,940,200,1,14.53,0,10.4,14.53
2318,940,155,2,913.45,0.1,542.53,1644.21
2319,941,5,1,280.86,0,193.54,280.86
2320,941,203,1,85.89,0,47.88,85.89
2321,942,249,3,542.96,0,360.12,1628.88
2322,942,72,1,73.58,0,51.17,73.58
2323,943,109,2,37.35,0,26.78,74.7
2324,943,42,2,279.3,0,210.14,558.6
2325,944,175,2,206.48,0,143.25,412.96
2326,944,17,2,411.63,0,254.17,823.26
2327,944,115,1,753.29,0.05,473.76,715.63
2328,945,222,1,116.79,0.05,69.67,110.95
2329,945,187,2,563.23,0,353.95,1126.46
2330,946,17,1,426.7,0.2,254.17,341.36
2331,946,237,3,266.03,0,208.78,798.09
2332,947,240,5,70.1,0,50.93,350.5
2333,947,102,1,226.39,0,161.47,226.39
2334,948,141,1,378.06,0,213.83,378.06
2335,948,94,1,107.51,0.05,68.57,102.13
2336,949,159,1,109.29,0.15,86.96,92.9
2337,949,73,4,284.26,0.1,201.32,1023.34
2338,950,214,1,105.97,0,83.91,105.97
2339,950,24,1,288.99,0,158.18,288.99
2340,950,196,1,357.82,0.05,265.94,339.93
2341,950,2,1,236.99,0,185.69,236.99
2342,951,60,4,310.14,0,205.28,1240.56
2343,952,64,1,335.39,0,232.12,335.39
2344,952,125,1,87.32,0,67.59,87.32
2345,953,176,1,39.63,0,24.35,39.63
2346,953,178,1,420.47,0,331.71,420.47
2347,953,138,1,454.46,0,338.22,454.46
2348,953,114,2,160.2,0,111.52,320.4
2349,953,85,3,312.81,0,176.67,938.43
2350,954,133,2,158.91,0,88.93,317.82
2351,954,45,1,391.92,0,216.96,391.92
2352,955,126,1,134.02,0,96.78,134.02
2353,955,20,3,330.66,0,241.77,991.98
2354,956,250,1,87.09,0.05,59.69,82.74
2355,956,57,2,174.99,0,106.53,349.98
2356,957,141,1,388.32,0,213.83,388.32
2357,957,104,4,105.04,0,78.97,420.16
2358,958,157,1,92.67,0,54.99,92.67
2359,959,97,1,327.53,0,244.57,327.53
2360,959,2,1,240.11,0.1,185.69,216.1
2361,959,164,1,260.38,0,197.58,260.38
2362,959,133,1,158.82,0,88.93,158.82
2363,960,210,2,133.31,0,100.75,266.62
2364,960,66,1,136.09,0,73.92,136.09
2365,961,127,3,184.91,0.05,138.0,526.99
2366,962,92,3,96.16,0,59.43,288.48
2367,962,96,1,166.45,0,118.71,166.45
2368,963,88,1,332.58,0.1,192.73,299.32
2369,964,212,1,377.05,0.1,206.89,339.35
2370,964,221,1,337.91,0,198.57,337.91
2371,964,113,1,138.96,0,91.53,138.96
2372,964,76,1,281.5,0,165.16,281.5
2373,964,180,2,322.11,0,216.02,644.22
2374,965,47,1,53.74,0,32.86,53.74
2375,965,135,1,101.84,0.1,65.4,91.66
2376,966,50,1,203.11,0,132.63,203.11
2377,966,114,1,162.14,0,111.52,162.14
2378,966,100,1,290.9,0,201.88,290.9
2379,967,85,3,304.46,0.05,176.67,867.71
2380,967,236,1,154.6,0,91.24,154.6
2381,967,201,3,195.45,0.05,148.02,557.03
2382,968,117,1,320.1,0,199.4,320.1
2383,968,93,2,210.86,0.05,119.43,400.63
2384,969,200,1,15.25,0.2,10.4,12.2
2385,969,8,3,297.0,0,176.29,891.0
2386,970,147,1,742.49,0,548.13,742.49
2387,970,100,1,297.55,0.1,201.88,267.8
2388,971,150,1,153.12,0.05,105.94,145.46
2389,972,123,2,338.63,0,203.32,677.26
2390,972,65,1,717.07,0.05,404.38,681.22
2391,972,71,3,187.55,0,129.87,562.65
2392,973,154,2,124.44,0,88.37,248.88
2393,973,144,2,370.19,0,289.87,740.38
2394,974,45,5,412.57,0,216.96,2062.85
2395,974,215,2,102.79,0.2,69.53,164.46
2396,974,178,2,433.76,0.1,331.71,780.77
2397,975,204,1,478.05,0,276.98,478.05
2398,975,137,1,239.8,0,160.22,239.8
2399,975,191,2,260.79,0,146.26,521.58
2400,975,158,1,261.21,0,184.4,261.21
2401,975,104,1,105.3,0.1,78.97,94.77
2402,976,9,3,61.9,0.05,33.28,176.41
2403,976,158,1,259.09,0,184.4,259.09
2404,977,159,1,116.48,0,86.96,116.48
2405,977,154,1,116.58,0,88.37,116.58
2406,978,217,1,247.8,0.1,161.65,223.02
2407,978,209,3,601.86,0.15,410.02,1534.74
2408,979,22,1,321.15,0.1,179.68,289.03
2409,979,45,3,411.47,0.1,216.96,1110.97
2410,979,198,1,218.29,0.05,168.54,207.38
2411,979,4,1,287.4,0,162.5,287.4
2412,979,167,4,215.83,0.2,119.61,690.66
2413,980,195,1,140.76,0.05,98.66,133.72
2414,981,54,3,204.0,0.2,119.18,489.6
2415,981,209,2,590.96,0.1,410.02,1063.73
2416,982,204,1,498.86,0,276.98,498.86
2417,982,66,2,132.44,0,73.92,264.88
2418,982,23,1,303.1,0.05,174.57,287.94
2419,983,185,1,699.07,0,430.28,699.07
2420,983,113,1,131.39,0,91.53,131.39
2421,983,31,1,68.51,0,46.77,68.51
2422,983,248,2,372.42,0.1,206.33,670.36
2423,983,214,2,110.25,0,83.91,220.5
2424,984,70,2,260.74,0.1,170.82,469.33
2425,985,241,4,277.15,0.2,215.66,886.88
2426,985,228,1,353.76,0.05,201.28,336.07
2427,985,204,1,491.32,0.15,276.98,417.62
2428,986,139,1,482.45,0,317.94,482.45
2429,987,155,1,901.51,0,542.53,901.51
2430,987,19,2,489.32,0,282.88,978.64
2431,988,234,1,591.0,0,338.7,591.0
2432,988,164,1,259.81,0,197.58,259.81
2433,988,85,1,311.09,0,176.67,311.09
2434,988,171,1,52.45,0,35.09,52.45
2435,989,77,2,146.89,0,112.34,293.78
2436,990,47,2,53.02,0.2,32.86,84.83
2437,990,102,2,240.36,0.05,161.47,456.68
2438,991,47,1,53.3,0,32.86,53.3
2439,992,222,1,115.75,0,69.67,115.75
2440,993,61,1,209.81,0,131.77,209.81
2441,993,218,5,511.99,0,286.67,2559.95
2442,993,72,1,68.49,0,51.17,68.49
2443,993,101,1,141.41,0,91.84,141.41
2444,994,159,2,114.61,0.1,86.96,206.3
2445,995,116,2,362.47,0.1,197.11,652.45
2446,995,58,1,269.19,0,151.04,269.19
2447,995,163,2,746.56,0.05,549.58,1418.46
2448,996,56,2,269.66,0,166.22,539.32
2449,996,215,1,96.61,0,69.53,96.61
2450,997,199,2,142.74,0.1,97.21,256.93
2451,997,23,4,306.15,0,174.57,1224.6
2452,997,21,1,53.11,0.1,40.2,47.8
2453,997,163,1,778.77,0,549.58,778.77
2454,998,250,3,88.19,0.05,59.69,251.34
2455,998,138,3,445.85,0,338.22,1337.55
2456,999,213,2,168.32,0.15,113.3,286.14
2457,999,26,1,94.75,0,66.86,94.75
2458,1000,2,4,242.74,0,185.69,970.96
2459,1000,111,1,97.34,0.2,58.44,77.87
2460,1001,237,1,273.98,0,208.78,273.98
2461,1001,178,1,431.85,0,331.71,431.85
2462,1002,226,2,107.81,0.05,75.39,204.84
2463,1002,174,1,225.91,0.05,177.69,214.61
2464,1002,165,5,48.17,0,34.33,240.85
2465,1003,181,1,32.06,0.05,22.03,30.46
2466,1003,59,2,749.92,0,472.53,1499.84
2467,1003,101,1,141.85,0.05,91.84,134.76
2468,1004,164,1,254.55,0,197.58,254.55
2469,1004,209,2,589.94,0,410.02,1179.88
2470,1004,136,1,438.27,0.2,314.0,350.62
2471,1004,114,2,164.22,0.15,111.52,279.17
2472,1004,64,1,354.68,0,232.12,354.68
2473,1005,61,2,206.58,0,131.77,413.16
2474,1005,185,4,735.11,0,430.28,2940.44
2475,1006,53,1,155.59,0.1,99.99,140.03
2476,1006,134,1,307.73,0.05,185.87,292.34
2477,1007,184,1,177.27,0.1,137.79,159.54
2478,1007,217,2,244.84,0,161.65,489.68
2479,1008,142,1,193.55,0,139.67,193.55
2480,1009,140,2,264.81,0,145.09,529.62
2481,1010,245,2,247.73,0,160.2,495.46
2482,1010,224,1,152.71,0,104.59,152.71
2483,1011,75,2,512.71,0,288.8,1025.42
2484,1011,165,2,48.24,0.1,34.33,86.83
2485,1011,213,2,169.83,0.1,113.3,305.69
2486,1012,129,5,420.68,0,259.11,2103.4
2487,1012,2,3,241.29,0,185.69,723.87
2488,1013,163,1,779.92,0,549.58,779.92
2489,1014,143,1,288.97,0,176.21,288.97
2490,1014,44,1,292.19,0.1,202.74,262.97
2491,1014,46,5,229.38,0,164.68,1146.9
2492,1015,138,1,461.49,0.2,338.22,369.19
2493,1016,231,2,228.9,0,136.67,457.8
2494,1016,43,1,930.32,0.05,539.89,883.8
2495,1017,117,2,311.89,0.05,199.4,592.59
2496,1017,211,2,952.81,0,571.02,1905.62
2497,1017,40,2,373.19,0,239.26,746.38
2498,1017,197,3,167.11,0,114.12,501.33
2499,1018,93,3,207.72,0,119.43,623.16
2500,1019,154,1,124.5,0,88.37,124.5
2501,1020,15,5,139.32,0.1,107.98,626.94
2502,1020,240,2,72.24,0,50.93,144.48
2503,1020,84,2,114.78,0,77.66,229.56
2504,1021,158,4,251.92,0,184.4,1007.68
2505,1021,72,1,71.26,0,51.17,71.26
2506,1021,124,1,172.05,0,92.16,172.05
2507,1022,92,1,93.41,0,59.43,93.41
2508,1022,128,1,85.91,0,45.88,85.91
2509,1022,171,5,51.64,0,35.09,258.2
2510,1023,178,2,432.76,0,331.71,865.52
2511,1024,250,3,88.57,0,59.69,265.71
2512,1025,118,1,267.63,0.15,154.62,227.49
2513,1025,242,2,463.18,0,294.71,926.36
2514,1026,130,1,556.44,0,332.27,556.44
2515,1026,12,2,145.58,0,85.4,291.16
2516,1026,200,3,14.69,0,10.4,44.07
2517,1027,99,3,633.81,0,476.8,1901.43
2518,1027,110,2,265.15,0,172.9,530.3
2519,1028,88,3,335.47,0,192.73,1006.41
