return_id,order_item_id,return_date,return_reason,refund_amount,return_status
524,9490,2025-07-13,Not as Described,464.15,Approved
525,9503,2025-01-07,Not as Described,212.68,Rejected
526,9517,2024-06-06,Changed Mind,1417.35,Approved
527,9535,2024-09-20,Changed Mind,252.34,Approved
528,9536,2024-09-19,Changed Mind,479.18,Approved
529,9546,2022-11-13,Not as Described,449.95,Approved
530,9550,2022-11-26,Changed Mind,810.34,Approved
531,9554,2025-06-17,Not as Described,103.26,Rejected
532,9576,2025-07-15,Late Delivery,439.36,Approved
533,9593,2024-08-11,Damaged,91.88,Rejected
534,9623,2023-04-21,Wrong Item,1121.81,Rejected
535,9626,2025-04-30,Not as Described,216.28,Rejected
536,9632,2025-02-01,Changed Mind,542.74,Approved
537,9634,2025-01-20,Late Delivery,742.3,Approved
538,9645,2025-10-31,Damaged,1273.25,Approved
539,9677,2024-12-30,Late Delivery,284.32,Approved
540,9697,2022-11-07,Damaged,247.86,Rejected
541,9737,2023-11-10,Changed Mind,399.2,Approved
542,9748,2022-10-18,Damaged,245.53,Rejected
543,9751,2024-11-14,Damaged,310.19,Approved
544,9761,2023-03-21,Damaged,84.33,Rejected
545,9788,2022-02-11,Damaged,34.96,Rejected
546,9803,2025-12-29,Not as Described,1208.37,Approved
547,9816,2025-10-26,Changed Mind,277.5,Approved
548,9857,2022-10-24,Not as Described,376.92,Approved
549,9890,2024-01-24,Damaged,525.44,Rejected
550,9918,2023-06-03,Not as Described,495.84,Approved
551,9923,2025-05-05,Changed Mind,283.18,Approved
552,9963,2022-05-20,Wrong Item,444.21,Approved
553,9994,2024-05-07,Changed Mind,279.96,Approved
554,10023,2023-04-05,Changed Mind,219.81,Approved
555,10036,2023-07-13,Damaged,225.12,Approved
556,10043,2023-04-30,Not as Described,471.02,Approved
557,10109,2023-03-01,Damaged,605.49,Approved
558,10114,2023-04-21,Not as Described,230.56,Approved
559,10122,2023-05-21,Not as Described,504.3,Approved
560,10134,2023-12-25,Not as Described,1295.72,Rejected
561,10167,2024-11-09,Damaged,1253.28,Rejected
562,10190,2024-08-13,Changed Mind,338.57,Approved
563,10225,2023-02-05,Damaged,179.09,Rejected
564,10236,2023-03-03,Damaged,271.35,Rejected
565,10237,2022-08-23,Changed Mind,197.9,Approved
566,10248,2023-02-12,Changed Mind,183.73,Approved
567,10264,2022-04-27,Damaged,152.21,Approved
568,10270,2025-06-14,Not as Described,556.99,Approved
569,10280,2024-07-28,Changed Mind,886.01,Approved
570,10300,2024-01-08,Damaged,851.78,Approved
571,10310,2023-11-09,Changed Mind,1047.61,Approved
572,10339,2023-11-01,Changed Mind,249.1,Rejected
573,10348,2025-12-05,Changed Mind,189.34,Rejected
574,10349,2025-11-11,Not as Described,171.0,Approved
575,10381,2022-04-30,Changed Mind,209.56,Approved
576,10404,2023-01-23,Late Delivery,1161.26,Rejected
577,10407,2023-05-09,Damaged,1635.5,Rejected
578,10452,2024-02-19,Not as Described,326.98,Approved
579,10466,2022-07-07,Damaged,273.17,Rejected
580,10469,2023-06-20,Not as Described,526.72,Approved
581,10481,2024-11-12,Changed Mind,53.58,Approved
582,10490,2022-10-13,Damaged,94.23,Approved
583,10500,2024-11-22,Not as Described,419.45,Approved
584,10501,2024-11-08,Not as Described,1120.69,Approved
585,10504,2025-08-28,Wrong Item,252.52,Approved
586,10517,2025-10-20,Damaged,333.39,Approved
587,10540,2022-12-05,Changed Mind,386.75,Rejected
588,10569,2025-12-07,Damaged,201.5,Approved
589,10575,2023-03-11,Changed Mind,410.04,Approved
590,10592,2023-07-16,Changed Mind,422.26,Rejected
591,10594,2023-07-31,Damaged,768.45,Approved
592,10595,2024-08-10,Not as Described,127.32,Rejected
593,10598,2024-08-15,Damaged,118.77,Approved
594,10621,2023-10-16,Damaged,904.89,Rejected
595,10631,2023-01-26,Not as Described,45.99,Approved
596,10644,2025-12-16,Changed Mind,333.24,Approved
597,10646,2024-05-06,Changed Mind,349.98,Rejected
598,10647,2025-02-24,Changed Mind,521.59,Approved
599,10656,2024-01-07,Not as Described,297.85,Approved
600,10664,2024-11-03,Changed Mind,184.78,Approved
601,10665,2025-03-15,Not as Described,439.68,Approved
602,10683,2024-09-13,Wrong Item,1366.58,Rejected
603,10694,2026-01-11,Damaged,27.8,Approved
604,10700,2024-04-12,Damaged,569.58,Approved
605,10751,2023-06-08,Changed Mind,746.26,Rejected
606,10752,2024-02-14,Not as Described,302.47,Approved
607,10792,2023-06-04,Changed Mind,1173.15,Approved
608,10813,2022-08-22,Changed Mind,31.03,Approved
609,10833,2022-10-02,Damaged,134.85,Approved
610,10838,2024-05-19,Changed Mind,634.87,Rejected
611,10841,2024-05-23,Changed Mind,279.04,Approved
612,10860,2024-10-12,Damaged,36.62,Rejected
613,10883,2024-09-05,Changed Mind,95.65,Rejected
614,10907,2022-03-22,Changed Mind,237.42,Approved
615,10908,2023-02-13,Damaged,313.53,Rejected
616,10918,2023-09-21,Damaged,105.07,Rejected
617,10920,2025-08-01,Not as Described,125.97,Approved
618,10956,2023-10-24,Wrong Item,51.1,Approved
619,10958,2023-11-06,Not as Described,84.2,Approved
620,10960,2023-10-20,Not as Described,472.46,Approved
621,10965,2025-02-22,Late Delivery,860.99,Approved
622,10970,2023-04-30,Not as Described,1136.08,Approved
623,11025,2025-03-27,Not as Described,77.66,Approved
624,11030,2025-07-17,Not as Described,624.61,Rejected
625,11120,2022-06-26,Not as Described,856.84,Rejected
626,11123,2025-11-02,Wrong Item,194.69,Approved
627,11149,2023-05-10,Wrong Item,298.74,Approved
628,11150,2023-05-02,Not as Described,1630.74,Approved
629,11156,2023-07-22,Late Delivery,261.56,Rejected
630,11160,2025-08-01,Changed Mind,147.66,Rejected
631,11174,2022-08-20,Not as Described,25.69,Rejected
632,11192,2024-01-18,Changed Mind,599.59,Approved
633,11208,2024-10-08,Late Delivery,201.82,Approved
634,11225,2022-02-12,Not as Described,593.87,Approved
635,11246,2022-07-28,Changed Mind,527.63,Approved
636,11257,2022-12-22,Wrong Item,1211.71,Approved
637,11268,2024-08-11,Wrong Item,481.11,Approved
638,11272,2025-10-02,Wrong Item,355.37,Approved
639,11280,2025-06-29,Not as Described,297.74,Approved
640,11284,2023-12-12,Not as Described,207.21,Approved
641,11296,2022-12-20,Changed Mind,292.33,Approved
642,11321,2024-06-18,Late Delivery,30.43,Approved
643,11355,2022-04-03,Changed Mind,589.49,Approved
644,11380,2025-10-04,Changed Mind,380.49,Approved
645,11406,2023-10-20,Not as Described,774.24,Rejected
646,11414,2022-06-08,Damaged,65.7,Rejected
647,11419,2023-08-07,Changed Mind,119.14,Approved
648,11447,2025-03-15,Changed Mind,2788.72,Rejected
649,11456,2024-09-17,Damaged,113.93,Approved
650,11502,2024-10-16,Damaged,882.51,Rejected
651,11505,2025-07-16,Changed Mind,440.06,Approved
652,11523,2022-04-10,Late Delivery,196.26,Approved
653,11533,2023-04-17,Changed Mind,451.76,Approved
654,11536,2023-05-06,Changed Mind,178.73,Rejected
655,11542,2025-03-07,Damaged,287.78,Approved
656,11587,2023-05-22,Late Delivery,183.05,Approved
657,11606,2024-05-23,Not as Described,856.83,Rejected
658,11612,2023-07-17,Late Delivery,266.8,Rejected
659,11622,2025-09-23,Damaged,636.42,Approved
660,11636,2023-09-18,Not as Described,919.75,Rejected
661,11684,2025-12-07,Late Delivery,727.51,Approved
662,11692,2024-05-17,Not as Described,274.43,Approved
663,11706,2023-12-12,Changed Mind,494.84,Rejected
664,11707,2022-06-04,Late Delivery,471.31,Approved
665,11737,2024-12-08,Changed Mind,173.95,Approved
666,11746,2022-12-13,Changed Mind,112.52,Approved
667,11757,2023-08-22,Not as Described,438.8,Approved
668,11776,2025-11-07,Changed Mind,85.93,Rejected
669,11782,2024-12-04,Wrong Item,550.01,Approved
670,11784,2025-12-04,Wrong Item,1057.21,Rejected
671,11799,2022-05-26,Wrong Item,986.76,Rejected
672,11836,2025-01-22,Not as Described,273.26,Approved
673,11837,2025-01-20,Late Delivery,296.86,Approved
674,11838,2025-01-27,Not as Described,1097.94,Rejected
675,11866,2024-06-29,Changed Mind,828.55,Approved
676,11878,2023-07-28,Damaged,128.84,Rejected
677,11879,2023-08-12,Late Delivery,269.26,Approved
678,11880,2022-04-18,Changed Mind,602.86,Rejected
679,11881,2024-04-29,Changed Mind,188.46,Rejected
680,11929,2025-08-29,Not as Described,46.12,Approved
681,11931,2022-11-10,Changed Mind,356.86,Approved
682,11943,2023-05-28,Damaged,29.8,Approved
683,12023,2023-09-17,Late Delivery,416.6,Rejected
684,12027,2024-01-15,Damaged,192.56,Approved
685,12036,2023-11-05,Wrong Item,807.57,Approved
686,12040,2023-01-01,Damaged,1332.0,Rejected
687,12046,2024-09-04,Changed Mind,108.19,Rejected
688,12048,2022-10-24,Changed Mind,417.18,Approved
689,12067,2022-04-30,Damaged,488.84,Rejected
690,12083,2024-10-14,Wrong Item,123.49,Approved
691,12101,2023-08-13,Damaged,163.4,Approved
692,12102,2023-08-04,Changed Mind,168.54,Approved
693,12111,2025-10-31,Changed Mind,98.0,Approved
694,12190,2025-06-24,Changed Mind,396.13,Approved
695,12223,2024-10-25,Not as Described,400.19,Approved
696,12225,2024-10-28,Not as Described,268.13,Approved
697,12233,2024-10-16,Changed Mind,243.8,Rejected
698,12248,2022-03-30,Damaged,235.67,Approved
699,12255,2022-11-08,Not as Described,113.89,Rejected
700,12346,2024-11-22,Changed Mind,66.13,Approved
701,12363,2025-09-25,Damaged,183.73,Approved
702,12422,2022-06-27,Not as Described,275.07,Approved
703,12435,2024-08-19,Wrong Item,101.23,Approved
704,12463,2025-12-08,Damaged,386.93,Approved
705,12492,2022-06-05,Damaged,142.57,Rejected
706,12512,2023-05-30,Wrong Item,457.36,Approved
707,12547,2025-12-01,Not as Described,222.65,Approved
708,12553,2024-07-08,Changed Mind,318.22,Rejected
709,12566,2024-01-04,Changed Mind,346.81,Approved
710,12569,2024-01-07,Changed Mind,1369.93,Approved
711,12582,2025-06-29,Changed Mind,789.06,Approved
712,12587,2023-12-23,Changed Mind,808.71,Approved
713,12594,2022-09-19,Changed Mind,87.14,Approved
714,12641,2025-08-23,Changed Mind,116.65,Approved
715,12716,2025-11-19,Damaged,1611.81,Rejected
716,12844,2023-08-17,Changed Mind,127.3,Rejected
717,12877,2022-07-19,Not as Described,523.63,Rejected
718,12892,2024-09-27,Not as Described,394.74,Approved
719,12927,2022-08-25,Not as Described,65.17,Approved
720,12952,2025-01-03,Changed Mind,451.04,Approved
721,12953,2024-12-13,Not as Described,191.22,Rejected
722,12968,2023-02-01,Damaged,256.77,Approved
723,12976,2024-03-02,Not as Described,164.79,Approved
724,13001,2024-05-22,Changed Mind,407.75,Approved
725,13017,2024-08-09,Not as Described,675.83,Approved
726,13035,2022-12-26,Not as Described,845.61,Approved
727,13047,2023-08-24,Late Delivery,434.15,Approved
728,13053,2022-12-16,Damaged,176.55,Rejected
729,13061,2022-12-15,Damaged,582.78,Approved
730,13082,2022-08-23,Changed Mind,188.21,Rejected
731,13102,2023-08-18,Late Delivery,252.4,Rejected
732,13103,2023-05-03,Wrong Item,221.24,Approved
733,13109,2022-05-14,Changed Mind,349.79,Rejected
734,13164,2024-11-05,Late Delivery,376.17,Approved
735,13170,2022-11-17,Not as Described,132.15,Rejected
736,13202,2023-08-11,Wrong Item,84.08,Approved
737,13219,2022-09-02,Not as Described,96.47,Approved
738,13228,2024-08-21,Not as Described,1405.11,Approved
739,13257,2022-04-15,Late Delivery,470.89,Approved
740,13277,2024-06-20,Wrong Item,241.63,Rejected
741,13283,2022-06-16,Changed Mind,1609.87,Approved
742,13324,2025-08-06,Changed Mind,256.32,Approved
743,13328,2025-03-07,Damaged,249.55,Approved
744,13348,2025-10-04,Changed Mind,971.48,Approved
745,13380,2024-03-14,Late Delivery,389.68,Rejected
746,13407,2025-06-09,Damaged,235.12,Approved
747,13454,2024-08-30,Damaged,24.62,Approved
748,13458,2023-06-25,Not as Described,273.64,Rejected
749,13471,2024-11-05,Not as Described,943.97,Rejected
750,13478,2023-05-05,Changed Mind,503.81,Rejected
751,13494,2026-01-30,Wrong Item,76.73,Approved
752,13496,2024-03-21,Damaged,353.24,Approved
753,13525,2024-08-07,Changed Mind,161.35,Approved
754,13568,2022-12-13,Changed Mind,69.18,Approved
755,13597,2025-11-22,Changed Mind,185.45,Rejected
756,13600,2022-11-03,Damaged,113.9,Rejected
757,13601,2022-11-22,Wrong Item,746.93,Rejected
758,13604,2022-08-27,Changed Mind,215.14,Rejected
759,13617,2025-09-13,Damaged,320.01,Approved
760,13669,2023-11-19,Damaged,160.72,Rejected
761,13752,2022-11-22,Changed Mind,781.15,Rejected
762,13802,2024-06-25,Wrong Item,804.43,Approved
763,13842,2025-09-15,Wrong Item,77.45,Approved
764,13858,2022-09-03,Wrong Item,572.84,Approved
765,13866,2022-05-22,Changed Mind,279.33,Approved
766,13924,2022-12-07,Changed Mind,1075.88,Approved
767,13939,2025-05-20,Late Delivery,273.83,Approved
768,13948,2024-04-15,Wrong Item,971.44,Approved
769,13951,2024-04-13,Damaged,208.88,Approved
770,13981,2025-09-07,Changed Mind,94.77,Approved
771,13984,2025-12-28,Wrong Item,348.43,Approved
772,14012,2024-06-26,Late Delivery,143.85,Approved
773,14017,2024-07-25,Changed Mind,159.51,Rejected
774,14059,2022-05-02,Late Delivery,159.08,Approved
775,14080,2026-01-04,Changed Mind,40.95,Rejected
776,14118,2024-11-16,Changed Mind,114.16,Rejected
777,14197,2024-08-13,Changed Mind,269.96,Approved
778,14201,2022-12-11,Changed Mind,67.31,Approved
779,14227,2023-05-10,Not as Described,613.11,Rejected
780,14278,2025-04-27,Not as Described,184.52,Approved
781,14282,2025-08-12,Late Delivery,471.15,Rejected
782,14293,2025-08-13,Damaged,1217.32,Approved
783,14298,2022-06-26,Damaged,368.85,Approved
784,14306,2024-09-17,Changed Mind,178.54,Approved
785,14319,2023-01-07,Changed Mind,231.15,Rejected
786,14332,2024-12-11,Changed Mind,304.41,Approved
787,14341,2022-12-08,Damaged,333.98,Approved
788,14346,2024-12-26,Not as Described,82.8,Rejected
789,14371,2022-10-06,Wrong Item,473.9,Approved
790,14376,2023-04-09,Not as Described,516.78,Approved
791,14383,2025-06-04,Changed Mind,252.07,Approved
792,14384,2025-06-19,Wrong Item,238.99,Approved
793,14390,2022-03-26,Wrong Item,83.98,Approved
794,14405,2025-07-04,Damaged,71.99,Approved
795,14419,2024-08-19,Damaged,433.54,Rejected
796,14425,2022-02-09,Wrong Item,307.69,Rejected
797,14451,2023-03-15,Late Delivery,125.74,Approved
798,14454,2025-02-14,Late Delivery,1152.61,Rejected
799,14510,2023-10-07,Damaged,252.56,Rejected
800,14511,2023-09-29,Damaged,133.03,Approved
801,14538,2024-07-07,Late Delivery,200.8,Approved
802,14541,2022-02-19,Changed Mind,253.95,Rejected
803,14560,2023-12-02,Not as Described,275.72,Approved
804,14568,2022-08-29,Wrong Item,696.57,Approved
805,14576,2024-06-24,Changed Mind,57.97,Rejected
806,14577,2024-07-12,Late Delivery,85.05,Approved
807,14579,2026-01-03,Changed Mind,385.11,Approved
808,14585,2025-08-04,Damaged,181.6,Approved
809,14593,2023-05-15,Damaged,588.85,Rejected
810,14598,2022-11-03,Changed Mind,135.47,Rejected
811,14677,2023-12-03,Damaged,501.69,Rejected
812,14720,2024-10-26,Damaged,682.28,Approved
813,14760,2024-11-30,Wrong Item,227.7,Approved
814,14770,2025-07-03,Not as Described,665.16,Approved
815,14782,2022-10-15,Not as Described,1014.83,Approved
816,14786,2023-11-26,Changed Mind,268.19,Approved
817,14795,2022-05-18,Changed Mind,330.01,Approved
818,14802,2024-01-24,Not as Described,799.84,Rejected
819,14829,2022-10-16,Changed Mind,511.61,Rejected
820,14832,2023-05-07,Not as Described,165.44,Rejected
821,14863,2023-10-29,Not as Described,277.95,Rejected
822,14872,2024-06-11,Damaged,219.4,Approved
823,14883,2024-03-23,Not as Described,40.23,Rejected
824,14894,2023-12-12,Changed Mind,273.39,Rejected
825,14901,2025-08-03,Wrong Item,108.84,Approved
826,14927,2025-11-14,Changed Mind,136.2,Approved
827,14943,2023-04-30,Not as Described,535.97,Approved
828,14980,2023-05-01,Damaged,39.68,Rejected
829,14986,2023-03-19,Not as Described,235.31,Rejected
830,14990,2023-08-19,Changed Mind,684.21,Rejected
831,14991,2022-07-24,Not as Described,396.29,Approved
832,15008,2023-05-02,Damaged,917.15,Approved
833,15025,2022-10-10,Damaged,643.03,Approved
834,15031,2022-05-04,Changed Mind,398.13,Approved
835,15035,2022-05-31,Changed Mind,742.96,Approved
836,15044,2023-12-20,Changed Mind,84.31,Approved
837,15110,2023-06-15,Changed Mind,285.41,Rejected
838,15120,2026-02-01,Wrong Item,1275.32,Approved
839,15138,2023-01-05,Changed Mind,233.35,Approved
840,15146,2025-01-13,Changed Mind,100.58,Approved
841,15160,2025-02-07,Wrong Item,1050.84,Rejected
842,15161,2024-07-20,Damaged,426.0,Approved
843,15164,2023-06-28,Changed Mind,317.96,Approved
844,15178,2023-03-12,Late Delivery,507.93,Approved
845,15179,2025-10-06,Damaged,711.77,Approved
846,15203,2024-07-06,Changed Mind,222.91,Approved
847,15214,2025-09-18,Not as Described,683.14,Approved
848,15219,2024-02-18,Damaged,1173.23,Approved
849,15224,2024-02-09,Not as Described,581.9,Rejected
850,15261,2022-06-14,Not as Described,15.81,Approved
851,15271,2024-12-09,Damaged,504.23,Approved
852,15284,2024-05-14,Damaged,796.96,Rejected
853,15302,2025-01-20,Damaged,19.89,Approved
854,15312,2024-01-13,Late Delivery,1122.71,Rejected
855,15314,2024-01-18,Late Delivery,316.82,Rejected
856,15336,2025-02-08,Changed Mind,310.56,Rejected
857,15338,2024-06-25,Changed Mind,285.71,Rejected
858,15361,2025-10-09,Not as Described,995.48,Approved
859,15364,2025-07-16,Wrong Item,188.89,Approved
860,15380,2024-01-07,Changed Mind,166.29,Rejected
861,15412,2022-10-05,Changed Mind,250.3,Approved
862,15415,2025-03-01,Not as Described,1111.12,Approved
863,15421,2022-12-28,Changed Mind,153.68,Rejected
864,15438,2025-03-23,Damaged,289.01,Approved
865,15459,2024-11-28,Not as Described,347.28,Rejected
866,15488,2023-09-19,Wrong Item,235.37,Approved
867,15489,2024-07-23,Changed Mind,1219.03,Approved
868,15519,2025-08-27,Damaged,116.89,Approved
869,15521,2022-11-10,Changed Mind,544.1,Approved
870,15557,2025-05-12,Not as Described,69.92,Approved
871,15592,2024-01-07,Damaged,130.11,Rejected
872,15599,2022-03-27,Damaged,170.95,Approved
873,15605,2025-04-13,Late Delivery,228.57,Approved
874,15615,2022-04-03,Not as Described,685.93,Rejected
875,15648,2023-06-02,Changed Mind,45.93,Rejected
876,15658,2022-11-23,Not as Described,525.88,Rejected
877,15662,2022-11-18,Damaged,14.48,Rejected
878,15693,2023-08-12,Changed Mind,15.77,Rejected
879,15704,2025-04-28,Wrong Item,391.76,Approved
880,15724,2023-05-22,Changed Mind,762.3,Approved
881,15731,2023-05-28,Not as Described,678.69,Approved
882,15732,2023-05-03,Damaged,107.4,Approved
883,15735,2023-08-28,Damaged,912.41,Approved
884,15737,2023-08-30,Not as Described,126.74,Rejected
885,15740,2025-04-18,Changed Mind,895.9,Rejected
886,15752,2023-02-06,Damaged,188.04,Approved
887,15774,2025-01-16,Wrong Item,939.17,Approved
888,15797,2022-11-16,Wrong Item,86.91,Approved
889,15801,2022-11-25,Changed Mind,271.2,Rejected
890,15808,2026-01-03,Not as Described,169.61,Rejected
891,15814,2022-08-26,Not as Described,688.83,Rejected
892,15856,2023-07-03,Changed Mind,341.68,Approved
893,15895,2025-02-03,Damaged,167.0,Approved
894,15906,2023-12-21,Late Delivery,310.63,Approved
895,15922,2022-05-11,Damaged,52.7,Approved
896,15923,2022-05-19,Wrong Item,302.54,Approved
897,15924,2024-06-02,Changed Mind,186.97,Rejected
898,15943,2025-12-09,Late Delivery,411.36,Approved
899,15952,2023-11-15,Damaged,554.44,Approved
900,15990,2024-12-23,Not as Described,93.16,Approved
901,15993,2024-12-24,Late Delivery,89.66,Approved
902,16001,2025-08-16,Changed Mind,721.68,Approved
903,16022,2022-10-28,Changed Mind,260.06,Approved
904,16097,2023-07-03,Damaged,216.71,Rejected
905,16164,2022-02-03,Late Delivery,112.64,Rejected
906,16187,2022-09-25,Damaged,316.06,Approved
907,16195,2023-01-14,Changed Mind,175.91,Approved
908,16202,2023-12-15,Changed Mind,114.85,Approved
909,16221,2025-10-02,Late Delivery,276.41,Rejected
910,16257,2022-03-23,Late Delivery,450.77,Rejected
911,16276,2025-05-05,Not as Described,274.76,Rejected
912,16282,2024-06-07,Not as Described,144.77,Approved
913,16291,2022-02-11,Damaged,227.09,Rejected
914,16297,2024-11-18,Damaged,540.8,Approved
915,16378,2025-09-24,Damaged,217.28,Approved
916,16394,2023-11-27,Not as Described,330.02,Approved
917,16448,2025-07-25,Wrong Item,335.77,Approved
918,16479,2025-04-19,Not as Described,131.21,Approved
919,16482,2024-12-31,Late Delivery,67.3,Rejected
920,16562,2022-07-04,Changed Mind,85.2,Approved
921,16571,2025-02-21,Changed Mind,107.01,Rejected
922,16584,2023-12-07,Not as Described,400.1,Rejected
923,16604,2022-01-28,Wrong Item,129.86,Approved
924,16612,2023-12-27,Not as Described,126.17,Approved
925,16617,2022-05-23,Wrong Item,206.45,Approved
926,16643,2025-03-30,Damaged,400.97,Approved
927,16653,2022-04-21,Changed Mind,1087.99,Approved
928,16659,2023-11-11,Not as Described,321.97,Approved
929,16682,2025-01-21,Not as Described,202.91,Rejected
930,16689,2022-12-06,Damaged,796.34,Approved
931,16701,2025-10-25,Wrong Item,79.28,Approved
932,16720,2024-02-28,Damaged,98.0,Approved
933,16774,2024-12-31,Not as Described,987.38,Approved
934,16777,2022-12-27,Changed Mind,332.77,Rejected
935,16813,2024-09-01,Damaged,389.02,Approved
936,16829,2025-12-12,Late Delivery,252.27,Approved
937,16880,2024-07-10,Changed Mind,56.26,Approved
938,16885,2025-08-13,Not as Described,671.97,Approved
939,16914,2025-05-03,Wrong Item,248.84,Approved
940,16931,2025-11-04,Changed Mind,923.15,Rejected
941,16951,2022-04-24,Late Delivery,55.82,Approved
942,16974,2025-10-10,Damaged,264.31,Rejected
943,16980,2022-11-20,Changed Mind,962.62,Rejected
944,16983,2022-08-31,Changed Mind,245.43,Rejected
945,16990,2022-09-17,Not as Described,421.57,Approved
946,17008,2024-11-13,Damaged,105.54,Approved
947,17095,2025-09-09,Wrong Item,242.83,Rejected
948,17110,2022-07-09,Damaged,763.08,Approved
949,17124,2025-12-25,Damaged,284.46,Approved
950,17125,2026-01-01,Wrong Item,697.47,Approved
951,17126,2023-02-09,Changed Mind,148.77,Rejected
952,17137,2022-07-27,Not as Described,282.71,Approved
953,17143,2024-01-11,Damaged,333.91,Approved
954,17156,2022-11-17,Not as Described,171.9,Approved
955,17212,2025-08-12,Not as Described,169.17,Rejected
956,17215,2025-07-25,Damaged,238.41,Approved
957,17226,2024-08-06,Not as Described,25.36,Rejected
958,17228,2022-10-20,Not as Described,579.57,Rejected
959,17232,2024-04-16,Not as Described,66.47,Rejected
960,17248,2024-08-13,Not as Described,209.28,Approved
961,17252,2026-01-06,Not as Described,107.9,Approved
962,17269,2023-10-17,Changed Mind,1143.7,Rejected
963,17281,2022-02-12,Damaged,333.35,Approved
964,17304,2022-05-31,Not as Described,192.96,Rejected
965,17316,2024-12-05,Changed Mind,236.61,Approved
966,17324,2025-03-10,Changed Mind,503.26,Rejected
967,17345,2025-04-02,Damaged,327.91,Approved
968,17347,2025-04-15,Changed Mind,25.49,Rejected
969,17358,2022-01-25,Changed Mind,96.62,Approved
970,17360,2023-07-21,Not as Described,450.55,Approved
971,17372,2023-04-25,Damaged,98.52,Rejected
972,17379,2022-03-18,Not as Described,426.63,Approved
973,17392,2025-08-10,Not as Described,569.87,Approved
974,17441,2026-01-22,Not as Described,576.34,Approved
975,17482,2025-07-06,Not as Described,77.8,Approved
976,17513,2024-09-14,Changed Mind,698.33,Approved
977,17522,2022-09-26,Damaged,1379.7,Rejected
978,17540,2023-09-20,Damaged,563.35,Approved
979,17545,2023-11-26,Not as Described,99.89,Rejected
980,17546,2025-09-01,Changed Mind,47.2,Rejected
981,17561,2025-10-31,Late Delivery,433.88,Rejected
982,17581,2023-07-23,Damaged,282.66,Approved
983,17632,2023-09-17,Not as Described,103.74,Approved
984,17653,2023-11-18,Changed Mind,260.0,Approved
985,17689,2025-12-13,Damaged,375.31,Approved
986,17722,2023-08-08,Wrong Item,501.26,Approved
987,17742,2026-01-19,Wrong Item,22.79,Approved
988,17764,2025-05-22,Not as Described,531.61,Approved
989,17782,2024-12-19,Late Delivery,109.31,Approved
990,17783,2025-01-01,Not as Described,245.89,Approved
991,17798,2025-12-09,Changed Mind,318.89,Approved
992,17799,2025-11-28,Changed Mind,89.13,Approved
993,17822,2022-11-15,Not as Described,184.75,Approved
994,17848,2023-04-26,Damaged,816.06,Approved
995,17885,2025-09-17,Not as Described,167.12,Approved
996,17889,2024-07-25,Not as Described,132.11,Approved
997,17899,2022-10-01,Wrong Item,123.19,Rejected
998,17901,2024-08-30,Changed Mind,257.87,Approved
999,17912,2023-07-26,Not as Described,265.67,Approved
1000,17923,2023-04-04,Late Delivery,94.75,Approved
1001,17931,2022-01-23,Not as Described,358.07,Rejected
1002,17945,2024-10-21,Changed Mind,577.15,Approved
1003,18004,2025-08-19,Not as Described,734.11,Rejected
1004,18093,2023-10-17,Damaged,106.57,Approved
1005,18094,2023-09-27,Changed Mind,679.76,Approved
1006,18107,2024-04-29,Changed Mind,290.42,Approved
1007,18113,2022-01-29,Changed Mind,253.3,Rejected
1008,18122,2023-12-10,Not as Described,193.19,Approved
1009,18138,2025-11-26,Changed Mind,242.07,Rejected
1010,18170,2024-06-09,Late Delivery,208.63,Rejected
1011,18199,2025-11-16,Changed Mind,135.9,Rejected
1012,18270,2024-12-07,Not as Described,428.7,Approved
1013,18286,2024-08-26,Changed Mind,15.26,Approved
1014,18291,2022-02-14,Damaged,114.67,Approved
1015,18343,2022-07-24,Wrong Item,131.72,Rejected
1016,18350,2023-11-07,Changed Mind,117.74,Rejected
1017,18365,2023-03-21,Wrong Item,374.77,Approved
1018,18413,2022-04-01,Wrong Item,194.18,Approved
1019,18418,2022-12-02,Not as Described,75.29,Rejected
1020,18426,2026-01-03,Damaged,197.17,Approved
1021,18439,2023-01-16,Late Delivery,830.82,Approved
1022,18464,2025-02-15,Late Delivery,258.22,Approved
1023,18487,2025-02-25,Wrong Item,651.72,Approved
1024,18559,2022-09-21,Damaged,812.14,Approved
1025,18573,2024-06-07,Not as Described,233.03,Rejected
1026,18637,2024-11-02,Damaged,672.75,Approved
1027,18643,2023-06-29,Damaged,393.87,Approved
1028,18691,2025-08-29,Late Delivery,243.4,Rejected
1029,18735,2022-07-01,Wrong Item,234.1,Approved
1030,18771,2024-04-24,Damaged,251.62,Approved
1031,18795,2022-08-22,Not as Described,1011.31,Approved
1032,18798,2024-10-16,Not as Described,1380.46,Approved
1033,18811,2025-01-13,Not as Described,817.8,Rejected
1034,18812,2025-01-20,Damaged,40.13,Approved
1035,18827,2023-09-28,Late Delivery,230.61,Rejected
1036,18855,2024-08-24,Late Delivery,1206.6,Approved
1037,18890,2024-07-22,Changed Mind,382.38,Rejected
1038,18943,2024-02-01,Not as Described,1421.04,Approved
1039,18944,2023-03-20,Wrong Item,290.83,Rejected
1040,18956,2023-11-13,Not as Described,509.21,Approved
1041,18960,2024-11-08,Damaged,50.35,Approved
1042,18969,2022-05-22,Changed Mind,894.75,Approved
1043,18976,2023-06-21,Not as Described,822.04,Approved
1044,18980,2025-02-27,Not as Described,1132.33,Approved
